"id","questions","answers","comments","reviews","class","class2"
"31,417",8,52,68,86,top_5,outstanding
"35,517",4,18,62,85,top_5,outstanding
"28,926",22,21,44,32,top_5,outstanding
"32,400",66,16,117,58,top_5,outstanding
"34,569",82,3,100,53,top_5,outstanding
"29,956",3,26,40,49,top_5,outstanding
"43,309",7,44,52,31,top_5,outstanding
"36,273",12,23,53,243,top_5,outstanding
"33,583",10,50,51,20,top_5,outstanding
"30,040",0,27,45,38,top_5,outstanding
"34,381",0,43,23,14,top_5,outstanding
"29,104",2,36,12,5,top_5,outstanding
"44,264",0,33,106,15,top_5,outstanding
"48,893",4,41,95,28,top_5,outstanding
"39,366",2,39,99,74,top_5,outstanding
"39,762",1,39,49,10,top_5,outstanding
"42,438",11,23,80,49,top_5,outstanding
"37,165",4,25,46,19,top_5,outstanding
"30,614",0,40,24,5,top_5,outstanding
"30,636",32,21,73,39,top_5,outstanding
"29,063",0,13,51,13,top_5,outstanding
"31,121",0,23,20,4,top_5,outstanding
"32,452",0,1,7,2,top_5,outstanding
"28,924",6,29,97,5,top_5,outstanding
"40,604",8,7,33,279,top_5,outstanding
"33,690",7,18,44,25,top_5,outstanding
"35,529",0,56,51,9,top_5,outstanding
"35,666",0,44,146,23,top_5,outstanding
"32,417",37,12,94,101,top_5,outstanding
"40,544",46,16,146,63,top_5,outstanding
"29,975",1,15,19,14,top_5,outstanding
"29,100",4,20,23,35,top_5,outstanding
"49,335",4,44,24,44,top_5,outstanding
"30,441",37,0,22,5,top_5,outstanding
"32,478",12,35,58,25,top_5,outstanding
"37,194",1,58,135,11,top_5,outstanding
"31,105",2,29,37,10,top_5,outstanding
"33,166",0,38,101,16,top_5,outstanding
"36,088",0,22,44,37,top_5,outstanding
"31,847",0,27,25,6,top_5,outstanding
"44,035",2,30,57,43,top_5,outstanding
"51,712",0,44,89,12,top_5,outstanding
"28,799",8,5,29,12,top_5,outstanding
"33,104",44,4,97,115,top_5,outstanding
"32,567",1,28,65,22,top_5,outstanding
"34,675",28,32,123,41,top_5,outstanding
"28,901",31,26,63,65,top_5,outstanding
"29,442",21,9,9,25,top_5,outstanding
"50,097",6,27,53,124,top_5,outstanding
"29,044",0,21,37,8,top_5,outstanding
"40,141",17,29,146,16,top_5,outstanding
"31,230",4,26,70,43,top_5,outstanding
"33,935",42,9,47,12,top_5,outstanding
"46,107",0,27,38,11,top_5,outstanding
"44,774",0,33,46,11,top_5,outstanding
"29,280",5,16,64,108,top_5,outstanding
"34,085",30,11,32,4,top_5,outstanding
"29,561",47,5,58,53,top_5,outstanding
"35,981",11,24,31,7,top_5,outstanding
"40,417",41,18,75,27,top_5,outstanding
"43,474",5,23,31,69,top_5,outstanding
"33,115",45,3,83,81,top_5,outstanding
"33,125",3,19,35,23,top_5,outstanding
"32,648",1,10,32,15,top_5,outstanding
"40,369",0,20,28,5,top_5,outstanding
"38,718",1,11,15,5,top_5,outstanding
"31,178",3,16,25,11,top_5,outstanding
"28,845",18,3,17,12,top_5,outstanding
"30,658",37,1,57,19,top_5,outstanding
"34,713",0,26,28,8,top_5,outstanding
"30,804",28,18,60,92,top_5,outstanding
"46,119",27,19,63,28,top_5,outstanding
"32,876",20,20,78,64,top_5,outstanding
"28,911",4,10,7,28,top_5,outstanding
"28,813",7,10,21,19,top_5,outstanding
"30,706",37,1,19,12,top_5,outstanding
"39,024",4,18,48,13,top_5,outstanding
"32,179",70,1,125,42,top_5,outstanding
"36,082",37,0,39,6,top_5,outstanding
"49,251",0,25,59,10,top_5,outstanding
"44,487",4,21,5,48,top_5,outstanding
"36,614",34,0,22,18,top_5,outstanding
"44,841",9,26,14,29,top_5,outstanding
"30,269",42,1,110,39,top_5,outstanding
"32,842",39,7,126,14,top_5,outstanding
"33,872",6,21,41,40,top_5,outstanding
"31,928",18,13,27,4,top_5,outstanding
"31,854",0,18,53,15,top_5,outstanding
"29,824",1,8,4,1,top_5,outstanding
"52,366",12,36,67,39,top_5,outstanding
"36,381",13,1,10,10,top_5,outstanding
"44,728",18,24,59,20,top_5,outstanding
"29,587",3,0,1,1,top_5,outstanding
"28,831",6,2,4,20,top_5,outstanding
"31,020",34,0,34,4,top_5,outstanding
"36,018",18,1,26,11,top_5,outstanding
"28,908",11,8,61,10,top_5,outstanding
"46,287",2,25,19,8,top_5,outstanding
"31,797",5,28,47,4,top_5,outstanding
"44,664",3,29,91,10,top_5,outstanding
"35,429",0,5,17,2,top_5,outstanding
"29,261",0,13,4,1,top_5,outstanding
"46,468",15,23,26,140,top_5,outstanding
"30,616",0,11,26,41,top_5,outstanding
"44,513",68,0,83,47,top_5,outstanding
"34,579",0,32,61,47,top_5,outstanding
"55,719",0,14,12,11,top_5,outstanding
"29,347",1,24,29,8,top_5,outstanding
"30,092",1,7,12,1,top_5,outstanding
"33,145",38,2,105,6,top_5,outstanding
"29,712",3,10,3,5,top_5,outstanding
"35,901",32,9,13,0,top_5,outstanding
"35,976",37,16,39,18,top_5,outstanding
"34,990",0,21,22,4,top_5,outstanding
"47,378",0,20,93,26,top_5,outstanding
"28,835",7,5,18,6,top_5,outstanding
"42,055",31,26,37,49,top_5,outstanding
"31,238",2,23,37,36,top_5,outstanding
"50,922",0,30,30,25,top_5,outstanding
"32,060",0,6,35,10,top_5,outstanding
"29,029",1,0,1,0,top_5,outstanding
"29,439",0,10,12,2,top_5,outstanding
"45,522",13,28,64,58,top_5,outstanding
"34,942",0,17,1,8,top_5,outstanding
"31,521",7,13,35,14,top_5,outstanding
"29,152",0,10,6,4,top_5,outstanding
"35,531",8,13,71,36,top_5,outstanding
"40,702",1,26,24,21,top_5,outstanding
"36,687",23,3,105,79,top_5,outstanding
"45,351",0,5,0,1,top_5,outstanding
"34,676",33,0,37,28,top_5,outstanding
"37,778",34,2,38,2,top_5,outstanding
"30,146",0,16,25,19,top_5,outstanding
"29,582",2,11,27,60,top_5,outstanding
"28,935",18,1,51,14,top_5,outstanding
"51,630",1,13,8,5,top_5,outstanding
"45,534",0,18,26,3,top_5,outstanding
"30,582",2,10,10,2,top_5,outstanding
"43,222",0,1,2,0,top_5,outstanding
"35,482",0,8,10,9,top_5,outstanding
"33,617",1,19,26,13,top_5,outstanding
"37,284",12,12,15,3,top_5,outstanding
"41,839",0,17,38,42,top_5,outstanding
"43,811",0,25,52,3,top_5,outstanding
"32,606",9,4,33,71,top_5,outstanding
"33,565",40,0,17,2,top_5,outstanding
"36,489",0,9,6,149,top_5,outstanding
"34,252",33,7,16,4,top_5,outstanding
"31,007",0,29,101,3,top_5,outstanding
"28,931",6,7,24,8,top_5,outstanding
"29,936",0,29,41,7,top_5,outstanding
"37,942",0,1,16,0,top_5,outstanding
"34,368",13,0,22,6,top_5,outstanding
"43,532",34,6,28,26,top_5,outstanding
"55,608",0,10,7,7,top_5,outstanding
"43,239",19,6,33,15,top_5,outstanding
"35,512",0,7,9,3,top_5,outstanding
"33,470",2,13,9,0,top_5,outstanding
"31,801",11,7,31,10,top_5,outstanding
"35,022",35,0,17,12,top_5,outstanding
"36,106",21,2,41,19,top_5,outstanding
"36,298",44,1,40,23,top_5,outstanding
"36,740",7,34,237,122,top_5,outstanding
"34,649",33,0,10,5,top_5,outstanding
"30,833",1,21,24,3,top_5,outstanding
"32,368",1,14,52,54,top_5,outstanding
"31,004",0,24,14,3,top_5,outstanding
"33,299",16,3,38,11,top_5,outstanding
"30,629",0,11,1,2,top_5,outstanding
"37,206",0,15,13,8,top_5,outstanding
"29,026",0,10,22,3,top_5,outstanding
"42,378",39,4,113,34,top_5,outstanding
"48,677",1,0,0,0,top_5,outstanding
"37,462",7,7,10,5,top_5,outstanding
"28,841",2,0,0,0,top_5,outstanding
"36,936",2,19,24,7,top_5,outstanding
"52,237",0,44,2,4,top_5,outstanding
"35,726",19,0,34,24,top_5,outstanding
"34,243",18,3,10,3,top_5,outstanding
"38,069",4,11,34,20,top_5,outstanding
"35,280",3,11,22,6,top_5,outstanding
"32,469",0,5,9,2,top_5,outstanding
"50,576",2,24,32,6,top_5,outstanding
"38,533",7,4,10,138,top_5,outstanding
"34,908",2,9,7,18,top_5,outstanding
"30,352",1,12,4,13,top_5,outstanding
"36,996",9,0,7,6,top_5,outstanding
"35,483",44,0,48,13,top_5,outstanding
"29,725",0,14,3,1,top_5,outstanding
"46,937",8,9,32,26,top_5,outstanding
"33,896",0,13,6,3,top_5,outstanding
"30,628",22,1,28,2,top_5,outstanding
"28,823",2,2,6,2,top_5,outstanding
"29,631",0,10,10,3,top_5,outstanding
"44,930",53,3,69,55,top_5,outstanding
"38,244",2,14,22,9,top_5,outstanding
"35,854",51,0,104,14,top_5,outstanding
"37,140",0,9,18,1,top_5,outstanding
"28,811",11,0,26,4,top_5,outstanding
"29,638",5,8,6,3,top_5,outstanding
"31,911",7,2,30,81,top_5,outstanding
"38,438",16,15,13,9,top_5,outstanding
"29,196",0,15,36,10,top_5,outstanding
"40,919",21,9,48,30,top_5,outstanding
"29,411",0,6,5,1,top_5,outstanding
"32,759",12,7,12,2,top_5,outstanding
"42,621",0,16,13,1,top_5,outstanding
"34,530",0,11,50,14,top_5,outstanding
"29,334",1,13,13,8,top_5,outstanding
"37,478",0,9,11,6,top_5,outstanding
"36,325",12,1,3,2,top_5,outstanding
"34,603",13,10,41,13,top_5,outstanding
"35,104",31,4,61,17,top_5,outstanding
"34,474",25,0,32,3,top_5,outstanding
"37,856",2,16,35,7,top_5,outstanding
"48,307",11,22,140,61,top_5,outstanding
"30,063",6,3,26,9,top_5,outstanding
"28,892",0,17,189,8,top_5,outstanding
"43,108",6,13,14,0,top_5,outstanding
"31,024",0,7,9,4,top_5,outstanding
"44,403",0,9,14,0,top_5,outstanding
"38,496",4,16,24,4,top_5,outstanding
"29,121",1,6,10,7,top_5,outstanding
"49,138",0,12,20,9,top_5,outstanding
"28,862",6,1,5,3,top_5,outstanding
"48,382",0,10,9,4,top_5,outstanding
"32,320",0,12,14,8,top_5,outstanding
"37,858",29,10,40,10,top_5,outstanding
"44,950",0,31,0,3,top_5,outstanding
"31,273",7,14,20,14,top_5,outstanding
"40,347",4,17,23,1,top_5,outstanding
"33,313",17,2,60,34,top_5,outstanding
"33,753",0,1,0,0,top_5,outstanding
"31,436",4,0,2,1,top_5,outstanding
"44,089",0,13,20,7,top_5,outstanding
"29,225",0,10,10,1,top_5,outstanding
"49,122",1,31,16,5,top_5,outstanding
"38,107",21,2,23,12,top_5,outstanding
"34,921",1,4,8,5,top_5,outstanding
"33,478",0,10,32,4,top_5,outstanding
"29,489",11,5,12,1,top_5,outstanding
"35,155",9,4,13,107,top_5,outstanding
"31,285",7,14,6,7,top_5,outstanding
"29,760",0,9,12,4,top_5,outstanding
"37,759",1,3,4,2,top_5,outstanding
"28,809",0,3,4,2,top_5,outstanding
"32,534",4,1,1,1,top_5,outstanding
"39,441",0,12,15,2,top_5,outstanding
"28,905",4,2,2,2,top_5,outstanding
"33,515",11,2,13,9,top_5,outstanding
"32,427",6,5,8,0,top_5,outstanding
"29,459",4,5,5,13,top_5,outstanding
"36,476",1,6,4,1,top_5,outstanding
"35,569",8,3,23,21,top_5,outstanding
"30,863",3,2,4,5,top_5,outstanding
"28,838",3,1,6,3,top_5,outstanding
"36,993",0,4,1,0,top_5,outstanding
"28,951",0,2,1,1,top_5,outstanding
"29,468",12,1,6,2,top_5,outstanding
"48,799",10,8,13,4,top_5,outstanding
"30,438",2,0,6,0,top_5,outstanding
"28,932",13,1,11,3,top_5,outstanding
"41,874",12,11,75,20,top_5,outstanding
"36,729",13,2,27,8,top_5,outstanding
"38,184",2,3,13,12,top_5,outstanding
"32,627",4,9,0,0,top_5,outstanding
"29,878",22,6,30,4,top_5,outstanding
"33,852",17,5,52,23,top_5,outstanding
"30,594",1,0,0,0,top_5,outstanding
"29,201",1,7,15,5,top_5,outstanding
"29,679",0,13,5,1,top_5,outstanding
"33,191",13,3,20,6,top_5,outstanding
"37,900",29,1,26,18,top_5,outstanding
"38,331",23,1,17,12,top_5,outstanding
"41,461",11,3,22,14,top_5,outstanding
"40,584",0,22,33,15,top_5,outstanding
"28,878",2,2,1,1,top_5,outstanding
"34,445",0,8,3,1,top_5,outstanding
"54,404",6,9,39,31,top_5,outstanding
"41,894",1,12,4,4,top_5,outstanding
"31,836",21,1,19,9,top_5,outstanding
"45,232",7,12,28,15,top_5,outstanding
"35,193",5,11,17,11,top_5,outstanding
"28,894",0,7,7,4,top_5,outstanding
"35,417",1,15,81,0,top_5,outstanding
"29,502",0,8,5,0,top_5,outstanding
"36,636",1,9,5,3,top_5,outstanding
"32,457",5,2,2,6,top_5,outstanding
"38,681",6,4,56,10,top_5,outstanding
"28,873",3,0,0,1,top_5,outstanding
"30,160",6,8,11,5,top_5,outstanding
"30,337",9,1,3,2,top_5,outstanding
"32,008",9,3,10,7,top_5,outstanding
"43,656",9,9,16,10,top_5,outstanding
"34,132",22,3,33,6,top_5,outstanding
"29,991",15,1,19,5,top_5,outstanding
"28,884",2,1,4,0,top_5,outstanding
"42,374",0,12,20,1,top_5,outstanding
"38,649",0,22,20,9,top_5,outstanding
"39,512",12,6,36,6,top_5,outstanding
"37,584",0,7,26,4,top_5,outstanding
"30,798",5,4,3,15,top_5,outstanding
"32,902",9,6,38,17,top_5,outstanding
"36,044",7,6,6,5,top_5,outstanding
"33,374",3,6,4,0,top_5,outstanding
"30,302",0,8,5,1,top_5,outstanding
"29,237",4,2,5,8,top_5,outstanding
"39,052",0,13,9,2,top_5,outstanding
"33,092",30,0,62,27,top_5,outstanding
"36,541",2,6,7,18,top_5,outstanding
"30,542",0,8,17,5,top_5,outstanding
"44,763",0,1,4,0,top_5,outstanding
"32,930",8,9,21,36,top_5,outstanding
"29,976",11,2,10,6,top_5,outstanding
"37,241",4,3,19,8,top_5,outstanding
"29,101",0,6,3,1,top_5,outstanding
"31,795",4,8,10,21,top_5,outstanding
"36,750",12,0,19,8,top_5,outstanding
"36,601",3,2,35,2,top_5,outstanding
"36,812",4,4,7,8,top_5,outstanding
"29,327",11,0,15,7,top_5,outstanding
"49,369",4,9,4,2,top_5,outstanding
"34,345",16,0,3,3,top_5,outstanding
"29,252",0,2,14,4,top_5,outstanding
"32,621",10,6,18,4,top_5,outstanding
"45,485",12,3,51,12,top_5,outstanding
"45,856",15,4,45,0,top_5,outstanding
"33,508",32,1,40,18,top_5,outstanding
"33,237",6,0,3,1,top_5,outstanding
"28,889",6,3,17,3,top_5,outstanding
"29,286",9,2,13,3,top_5,outstanding
"53,409",0,1,0,0,top_5,outstanding
"36,137",1,12,41,17,top_5,outstanding
"50,084",0,9,12,6,top_5,outstanding
"46,351",15,1,38,7,top_5,outstanding
"41,279",49,11,47,58,top_5,outstanding
"34,986",1,11,15,0,top_5,outstanding
"46,630",2,7,10,2,top_5,outstanding
"48,110",41,0,35,4,top_5,outstanding
"33,623",1,2,0,0,top_5,outstanding
"33,725",0,11,7,3,top_5,outstanding
"46,410",0,9,3,5,top_5,outstanding
"37,122",28,0,31,6,top_5,outstanding
"33,638",0,9,21,29,top_5,outstanding
"31,141",16,4,34,10,top_5,outstanding
"38,756",0,7,3,0,top_5,outstanding
"33,154",18,1,30,16,top_5,outstanding
"29,147",8,0,7,6,top_5,outstanding
"29,151",2,5,6,2,top_5,outstanding
"36,752",12,3,24,11,top_5,outstanding
"44,713",4,5,7,2,top_5,outstanding
"37,688",0,7,8,7,top_5,outstanding
"40,282",0,10,13,7,top_5,outstanding
"38,678",19,2,39,31,top_5,outstanding
"39,297",15,1,24,2,top_5,outstanding
"35,985",3,8,25,2,top_5,outstanding
"34,341",0,17,4,3,top_5,outstanding
"28,879",1,6,8,3,top_5,outstanding
"35,610",3,5,14,2,top_5,outstanding
"36,220",2,10,17,3,top_5,outstanding
"32,869",0,7,8,3,top_5,outstanding
"29,371",1,5,5,3,top_5,outstanding
"28,849",0,4,19,4,top_5,outstanding
"30,801",2,2,7,4,top_5,outstanding
"49,409",2,4,17,48,top_5,outstanding
"33,645",4,8,16,7,top_5,outstanding
"30,701",6,10,16,2,top_5,outstanding
"40,630",3,10,32,6,top_5,outstanding
"34,475",10,2,11,8,top_5,outstanding
"50,737",1,9,7,0,top_5,outstanding
"33,790",0,9,3,1,top_5,outstanding
"54,419",0,6,8,6,top_5,outstanding
"33,996",10,0,8,5,top_5,outstanding
"50,717",2,11,20,12,top_5,outstanding
"35,161",12,5,18,7,top_5,outstanding
"29,470",1,10,3,0,top_5,outstanding
"36,554",13,7,29,12,top_5,outstanding
"44,447",19,0,83,17,top_5,outstanding
"33,512",1,4,6,0,top_5,outstanding
"39,416",28,0,34,3,top_5,outstanding
"33,530",3,7,0,22,top_5,outstanding
"43,934",1,11,19,5,top_5,outstanding
"29,740",0,2,0,1,top_5,outstanding
"41,885",1,9,5,5,top_5,outstanding
"29,051",6,1,2,3,top_5,outstanding
"40,677",0,9,11,15,top_5,outstanding
"33,028",2,1,4,1,top_5,outstanding
"31,046",3,1,77,3,top_5,outstanding
"36,711",2,5,18,14,top_5,outstanding
"33,001",27,0,7,7,top_5,outstanding
"29,001",16,0,4,2,top_5,outstanding
"31,161",9,3,53,13,top_5,outstanding
"29,510",8,3,5,2,top_5,outstanding
"35,781",2,6,12,2,top_5,outstanding
"32,276",23,0,12,1,top_5,outstanding
"42,416",5,1,13,7,top_5,outstanding
"37,275",1,7,14,8,top_5,outstanding
"33,542",6,0,2,1,top_5,outstanding
"31,469",9,1,19,20,top_5,outstanding
"35,971",10,6,16,7,top_5,outstanding
"41,332",1,0,1,3,top_5,outstanding
"33,113",1,7,2,5,top_5,outstanding
"28,804",2,0,1,8,top_5,outstanding
"32,385",3,10,11,2,top_5,outstanding
"47,200",2,14,26,6,top_5,outstanding
"38,470",1,5,4,3,top_5,outstanding
"28,962",0,1,3,10,top_5,outstanding
"34,274",11,0,12,0,top_5,outstanding
"34,941",9,0,7,4,top_5,outstanding
"31,034",8,0,4,0,top_5,outstanding
"37,998",0,8,16,0,top_5,outstanding
"43,229",23,3,41,1,top_5,outstanding
"45,084",0,8,4,3,top_5,outstanding
"29,061",1,1,2,0,top_5,outstanding
"35,884",7,1,18,14,top_5,outstanding
"50,347",0,4,12,3,top_5,outstanding
"29,610",0,4,1,0,top_5,outstanding
"41,489",3,10,21,5,top_5,outstanding
"30,022",0,4,3,0,top_5,outstanding
"30,618",0,3,4,2,top_5,outstanding
"29,692",8,3,26,8,top_5,outstanding
"32,189",0,11,8,6,top_5,outstanding
"39,953",9,9,47,30,top_5,outstanding
"39,849",5,8,44,18,top_5,outstanding
"43,637",5,2,4,8,top_5,outstanding
"40,729",4,9,28,14,top_5,outstanding
"34,003",5,0,11,2,top_5,outstanding
"31,746",15,2,65,19,top_5,outstanding
"32,112",18,0,17,1,top_5,outstanding
"37,240",11,2,17,6,top_5,outstanding
"37,320",0,1,4,5,top_5,outstanding
"35,011",0,9,6,3,top_5,outstanding
"29,167",4,0,3,0,top_5,outstanding
"30,740",10,0,4,5,top_5,outstanding
"29,319",7,3,8,10,top_5,outstanding
"36,723",12,4,4,2,top_5,outstanding
"37,295",6,4,14,4,top_5,outstanding
"33,839",14,0,14,4,top_5,outstanding
"30,442",0,8,1,2,top_5,outstanding
"29,376",1,4,4,5,top_5,outstanding
"30,687",0,8,7,6,top_5,outstanding
"55,184",0,4,1,0,top_5,outstanding
"31,457",6,4,12,15,top_5,outstanding
"32,240",7,1,13,31,top_5,outstanding
"41,091",45,0,111,15,top_5,outstanding
"38,055",14,1,6,1,top_5,outstanding
"31,197",6,2,3,3,top_5,outstanding
"38,579",0,12,18,2,top_5,outstanding
"34,032",1,5,14,49,top_5,outstanding
"32,015",0,5,1,8,top_5,outstanding
"45,013",12,1,11,1,top_5,outstanding
"30,638",9,1,12,8,top_5,outstanding
"32,942",11,2,27,26,top_5,outstanding
"36,390",0,3,31,3,top_5,outstanding
"50,855",0,8,9,0,top_5,outstanding
"38,216",0,11,9,2,top_5,outstanding
"42,301",0,3,8,0,top_5,outstanding
"29,385",8,4,13,11,top_5,outstanding
"29,157",0,6,1,0,top_5,outstanding
"32,724",0,7,14,17,top_5,outstanding
"53,519",33,0,23,11,top_5,outstanding
"31,311",2,7,6,5,top_5,outstanding
"32,101",3,7,15,3,top_5,outstanding
"36,497",8,1,17,3,top_5,outstanding
"33,059",4,2,0,0,top_5,outstanding
"44,259",5,2,18,141,top_5,outstanding
"36,404",9,0,5,1,top_5,outstanding
"36,819",0,1,0,0,top_5,outstanding
"39,003",8,6,9,2,top_5,outstanding
"30,493",9,2,6,5,top_5,outstanding
"55,145",4,6,20,26,top_5,outstanding
"43,515",0,5,66,1,top_5,outstanding
"32,309",0,7,53,6,top_5,outstanding
"45,058",13,2,27,16,top_5,outstanding
"33,534",14,0,28,9,top_5,outstanding
"38,307",10,1,7,9,top_5,outstanding
"29,006",4,1,0,0,top_5,outstanding
"55,260",0,2,0,1,top_5,outstanding
"30,284",7,4,7,4,top_5,outstanding
"38,769",12,12,36,9,top_5,outstanding
"29,424",4,3,5,1,top_5,outstanding
"54,303",0,1,1,10,top_5,outstanding
"30,988",5,6,31,4,top_5,outstanding
"32,052",20,0,25,7,top_5,outstanding
"48,401",0,7,4,26,top_5,outstanding
"29,365",6,0,0,0,top_5,outstanding
"39,966",0,2,3,7,top_5,outstanding
"32,443",6,3,8,3,top_5,outstanding
"36,987",7,2,4,2,top_5,outstanding
"31,272",11,1,25,11,top_5,outstanding
"36,275",0,3,5,3,top_5,outstanding
"38,860",5,8,9,5,top_5,outstanding
"35,929",7,0,12,22,top_5,outstanding
"38,406",7,0,4,0,top_5,outstanding
"29,146",9,0,7,1,top_5,outstanding
"36,027",10,0,4,11,top_5,outstanding
"40,637",5,3,11,8,top_5,outstanding
"31,179",0,17,10,3,top_5,outstanding
"38,504",0,7,3,6,top_5,outstanding
"34,087",17,0,32,17,top_5,outstanding
"35,913",1,2,25,3,top_5,outstanding
"30,635",7,1,14,2,top_5,outstanding
"37,343",1,7,8,6,top_5,outstanding
"38,612",0,6,2,9,top_5,outstanding
"34,293",0,8,4,2,top_5,outstanding
"35,329",0,1,0,0,top_5_10,outstanding
"33,151",16,0,3,2,top_5_10,outstanding
"33,364",5,2,3,2,top_5_10,outstanding
"41,941",2,0,0,0,top_5_10,outstanding
"34,765",2,0,1,1,top_5_10,outstanding
"46,161",0,8,17,2,top_5_10,outstanding
"33,593",7,1,14,2,top_5_10,outstanding
"39,815",5,10,22,2,top_5_10,outstanding
