"id","questions","answers","comments","reviews","class","class2"
"19,731",0,9,19,3,top_5,outstanding
"14,641",18,0,12,14,top_5,outstanding
"21,592",5,14,8,19,top_5,outstanding
"11,518",1,8,6,5,top_5,outstanding
"8,925",5,8,15,5,top_5,outstanding
"18,293",1,8,17,50,top_5,outstanding
"10,073",29,1,16,25,top_5,outstanding
"10,737",2,1,13,1,top_5,outstanding
"28,397",0,16,18,7,top_5,outstanding
"13,991",12,9,33,43,top_5,outstanding
"10,682",1,12,36,10,top_5,outstanding
"24,909",1,0,1,2,top_5,outstanding
"12,615",5,5,54,24,top_5,outstanding
"25,065",0,8,13,8,top_5,outstanding
"6,846",7,3,27,9,top_5,outstanding
"8,216",0,7,4,3,top_5,outstanding
"13,002",9,3,19,7,top_5,outstanding
"17,652",22,9,48,12,top_5,outstanding
"7,419",5,4,1,7,top_5,outstanding
"14,805",1,7,8,1,top_5,outstanding
"8,968",0,4,5,2,top_5,outstanding
"23,261",0,14,25,19,top_5,outstanding
"7,902",0,6,1,0,top_5,outstanding
"18,008",2,9,17,11,top_5,outstanding
"10,611",1,6,3,0,top_5,outstanding
"18,475",5,8,11,3,top_5,outstanding
"8,269",2,7,5,4,top_5,outstanding
"18,422",0,10,15,17,top_5,outstanding
"8,806",18,2,20,3,top_5,outstanding
"18,871",4,0,6,2,top_5,outstanding
"7,573",0,4,1,1,top_5,outstanding
"10,792",0,5,3,1,top_5,outstanding
"17,414",6,7,13,0,top_5,outstanding
"9,032",34,2,58,13,top_5,outstanding
"14,646",9,0,22,12,top_5,outstanding
"7,274",11,0,7,4,top_5,outstanding
"14,286",4,6,15,6,top_5,outstanding
"9,239",11,2,38,18,top_5,outstanding
"21,612",1,19,30,19,top_5,outstanding
"14,011",7,2,0,1,top_5,outstanding
"7,403",7,0,6,2,top_5,outstanding
"6,864",7,2,24,1,top_5,outstanding
"23,950",4,3,10,10,top_5,outstanding
"12,605",4,0,0,0,top_5,outstanding
"11,809",2,1,10,4,top_5,outstanding
"6,739",4,0,2,0,top_5,outstanding
"19,724",0,8,20,2,top_5,outstanding
"8,808",0,6,8,19,top_5,outstanding
"9,327",2,6,15,5,top_5,outstanding
"7,386",0,7,21,2,top_5,outstanding
"13,345",1,10,10,3,top_5,outstanding
"10,965",0,3,34,16,top_5,outstanding
"7,067",4,0,14,4,top_5,outstanding
"7,487",3,4,1,0,top_5,outstanding
"7,555",0,1,1,0,top_5,outstanding
"12,699",0,2,0,0,top_5,outstanding
"17,732",2,15,27,12,top_5,outstanding
"9,995",0,8,9,3,top_5,outstanding
"21,524",0,9,9,1,top_5,outstanding
"14,327",9,0,19,18,top_5,outstanding
"19,773",2,8,33,4,top_5,outstanding
"26,162",7,12,45,14,top_5,outstanding
"12,537",2,11,0,2,top_5,outstanding
"26,185",4,11,69,20,top_5,outstanding
"15,408",17,9,19,8,top_5,outstanding
"6,968",5,0,20,8,top_5,outstanding
"12,821",0,7,7,13,top_5,outstanding
"7,263",5,0,1,1,top_5,outstanding
"8,231",9,6,10,2,top_5,outstanding
"7,318",9,0,21,6,top_5,outstanding
"8,586",1,8,9,4,top_5,outstanding
"19,754",0,13,10,3,top_5,outstanding
"7,777",7,4,4,2,top_5,outstanding
"6,791",5,3,8,3,top_5,outstanding
"17,107",0,5,1,3,top_5,outstanding
"8,512",14,2,18,11,top_5,outstanding
"15,005",16,0,8,4,top_5,outstanding
"6,894",3,1,5,1,top_5,outstanding
"17,875",11,1,7,1,top_5,outstanding
"20,284",1,2,2,2,top_5,outstanding
"9,194",0,9,5,4,top_5,outstanding
"12,184",2,2,8,5,top_5,outstanding
"8,507",5,8,6,8,top_5,outstanding
"18,374",0,10,13,1,top_5,outstanding
"14,331",9,0,3,7,top_5,outstanding
"28,134",1,7,6,18,top_5,outstanding
"7,313",2,0,3,13,top_5,outstanding
"12,136",0,5,5,10,top_5,outstanding
"14,377",2,1,6,9,top_5_10,outstanding
"7,790",0,5,1,1,top_5_10,outstanding
"7,270",0,1,0,2,top_5_10,outstanding
"7,882",0,5,5,1,top_5_10,outstanding
"11,315",1,0,3,1,top_5_10,outstanding
"6,734",3,2,4,0,top_5_10,outstanding
"9,496",6,1,12,9,top_5_10,outstanding
"17,585",1,0,0,0,top_5_10,outstanding
"11,391",4,0,9,6,top_5_10,outstanding
"9,145",2,6,6,0,top_5_10,outstanding
"12,096",0,12,2,4,top_5_10,outstanding
"12,253",1,1,4,4,top_5_10,outstanding
"14,575",3,3,1,0,top_5_10,outstanding
"21,677",12,0,10,10,top_5_10,outstanding
"8,971",5,1,5,13,top_5_10,outstanding
"6,819",8,1,4,1,top_5_10,outstanding
"22,084",1,12,25,9,top_5_10,outstanding
"9,208",13,0,7,7,top_5_10,outstanding
"11,923",1,1,1,4,top_5_10,outstanding
"17,932",4,16,18,8,top_5_10,outstanding
"7,863",4,0,5,2,top_5_10,outstanding
"10,728",18,6,39,16,top_5_10,outstanding
"22,686",3,0,4,0,top_5_10,outstanding
"11,581",1,2,11,1,top_5_10,outstanding
"23,082",0,4,6,7,top_5_10,outstanding
"16,588",0,1,0,1,top_5_10,outstanding
"6,723",1,0,1,0,top_5_10,outstanding
"18,454",2,7,12,4,top_5_10,outstanding
"8,131",0,4,1,0,top_5_10,outstanding
"10,999",0,2,8,11,top_5_10,outstanding
"8,724",9,3,6,3,top_5_10,outstanding
"16,826",20,0,13,9,top_5_10,outstanding
"7,860",8,0,6,2,top_5_10,outstanding
"11,787",7,1,9,10,top_5_10,outstanding
"8,201",10,0,11,4,top_5_10,outstanding
"8,931",2,6,10,5,top_5_10,outstanding
"16,683",30,0,84,23,top_5_10,outstanding
"7,794",3,3,15,8,top_5_10,outstanding
"7,005",2,0,6,0,top_5_10,outstanding
"12,147",0,6,9,9,top_5_10,outstanding
"6,799",1,1,2,0,top_5_10,outstanding
"9,730",1,10,7,1,top_5_10,outstanding
"10,127",5,1,7,3,top_5_10,outstanding
"24,704",2,10,18,3,top_5_10,outstanding
"10,434",17,0,12,40,top_5_10,outstanding
"12,903",5,0,8,0,top_5_10,outstanding
"7,221",2,3,2,2,top_5_10,outstanding
"20,883",13,0,17,1,top_5_10,outstanding
"15,791",1,5,3,4,top_5_10,outstanding
"7,570",0,4,4,1,top_5_10,outstanding
"6,849",1,0,0,0,top_5_10,outstanding
"8,022",3,0,2,0,top_5_10,outstanding
"14,403",13,2,19,31,top_5_10,outstanding
"17,188",9,3,40,19,top_5_10,outstanding
"14,130",1,1,4,3,top_5_10,outstanding
"21,680",0,10,4,1,top_5_10,outstanding
"7,733",0,3,5,1,top_5_10,outstanding
"13,456",0,4,9,5,top_5_10,outstanding
"22,278",0,9,4,1,top_5_10,outstanding
"11,026",23,0,63,3,top_5_10,outstanding
"20,349",1,10,24,14,top_5_10,outstanding
"11,835",0,5,2,3,top_5_10,outstanding
"8,355",0,4,28,5,top_5_10,outstanding
"21,570",1,3,15,6,top_5_10,outstanding
"15,666",0,5,2,0,top_5_10,outstanding
"9,393",0,3,13,1,top_5_10,outstanding
"13,259",2,3,2,5,top_5_10,outstanding
"11,853",6,4,35,8,top_5_10,outstanding
"7,807",14,0,8,9,top_5_10,outstanding
"7,848",0,3,0,4,top_5_10,outstanding
"11,608",11,0,31,6,top_5_10,outstanding
"18,878",7,8,2,2,top_5_10,outstanding
"11,025",5,1,14,9,top_5_10,outstanding
"22,761",1,13,12,18,top_5_10,outstanding
"14,986",0,5,5,3,top_5_10,outstanding
"7,763",3,2,2,3,top_5_10,outstanding
"12,539",1,4,13,6,top_5_10,outstanding
"8,336",0,1,0,1,top_5_10,outstanding
"14,213",0,6,2,1,top_5_10,outstanding
"11,958",5,0,8,4,top_5_10,outstanding
"7,162",3,1,3,5,top_5_10,outstanding
"16,536",5,10,29,8,top_5_10,outstanding
"24,407",6,3,20,2,top_5_10,outstanding
"8,962",0,4,2,2,top_5_10,outstanding
"13,490",7,0,7,8,top_5_10,outstanding
"7,240",4,0,25,8,top_5_10,outstanding
"9,103",12,0,2,1,top_5_10,outstanding
"13,774",15,1,14,1,top_5_10,outstanding
"14,328",4,7,8,3,top_5_10,outstanding
"8,872",4,6,12,1,top_5_10,outstanding
"7,564",4,0,3,2,top_5_10,outstanding
"10,828",1,2,19,6,top_5_10,outstanding
"7,789",13,1,18,13,top_5_10,outstanding
"10,040",16,1,33,3,top_5_10,outstanding
"6,937",4,0,3,0,top_5_10,outstanding
"15,582",4,0,3,0,top_5_10,outstanding
"9,602",0,6,6,3,top_5_10,outstanding
"14,523",0,1,0,0,top_5_10,outstanding
"16,429",0,1,1,3,top_5_10,outstanding
"13,905",4,5,5,0,top_5_10,outstanding
"14,533",10,0,26,13,top_5_10,outstanding
"9,141",8,0,21,2,top_5_10,outstanding
"9,636",1,2,0,0,top_5_10,outstanding
"9,921",9,1,3,1,top_5_10,outstanding
"24,410",3,0,16,7,top_5_10,outstanding
"13,750",1,3,3,1,top_5_10,outstanding
"27,143",0,10,6,0,top_5_10,outstanding
"13,759",6,2,34,6,top_5_10,outstanding
"13,778",2,0,4,1,top_5_10,outstanding
"7,651",3,0,11,0,top_5_10,outstanding
"17,607",1,12,2,1,top_5_10,outstanding
"7,107",2,0,2,0,top_5_10,outstanding
"10,801",2,3,4,1,top_5_10,outstanding
"7,795",5,0,2,0,top_5_10,outstanding
"12,156",5,2,10,8,top_5_10,outstanding
"12,269",7,2,47,16,top_5_10,outstanding
"8,698",8,5,21,2,top_5_10,outstanding
"16,139",0,6,10,2,top_5_10,outstanding
"7,444",2,1,2,0,top_5_10,outstanding
"7,084",5,0,3,1,top_5_10,outstanding
"12,924",4,3,5,1,top_5_10,outstanding
"7,156",2,0,2,4,top_5_10,outstanding
"7,677",2,0,19,2,top_5_10,outstanding
"7,716",8,0,4,1,top_5_10,outstanding
"27,519",1,12,39,2,top_5_10,outstanding
"12,229",3,0,0,0,top_5_10,outstanding
"23,777",1,0,0,1,top_5_10,outstanding
"7,543",2,0,1,0,top_5_10,outstanding
"8,585",8,4,10,6,top_5_10,outstanding
"17,787",9,4,8,10,top_5_10,outstanding
"8,584",2,2,15,7,top_5_10,outstanding
"21,318",1,3,7,8,top_5_10,outstanding
"10,601",11,0,24,14,top_5_10,outstanding
"26,470",5,1,3,20,top_5_10,outstanding
"10,853",0,18,18,1,top_5_10,outstanding
"21,049",4,10,12,2,top_5_10,outstanding
"7,260",6,0,5,4,top_5_10,outstanding
"7,030",5,2,11,10,top_5_10,outstanding
"13,039",3,0,1,1,top_5_10,outstanding
"17,779",3,6,23,36,top_5_10,outstanding
"6,831",1,1,0,0,top_5_10,outstanding
"11,797",7,4,19,12,top_5_10,outstanding
"25,585",6,1,5,5,top_5_10,outstanding
"10,967",6,8,9,4,top_5_10,outstanding
"13,815",2,0,10,9,top_5_10,outstanding
"10,388",18,0,10,5,top_5_10,outstanding
"16,866",13,0,0,6,top_5_10,outstanding
"14,897",0,6,24,2,top_5_10,outstanding
"26,715",0,3,11,4,top_5_10,outstanding
"8,873",13,3,15,7,top_5_10,outstanding
"16,154",1,2,7,1,top_5_10,outstanding
"11,792",13,1,23,15,top_5_10,outstanding
"6,859",0,2,0,1,top_5_10,outstanding
"10,627",10,1,19,7,top_5_10,outstanding
