"id_user","entropy","class","class2","reputation","accepted_answers"
"28,941",1.346023334,ordinary,ordinary,124,0
"28,946",8.8030454613,top_5,outstanding,"1,900",5
"28,951",0.6931471806,top_5,outstanding,491,2
"28,953",1.2554823252,top_10_15,outstanding,135,0
"28,954",0,top_5_10,outstanding,168,0
"28,956",0,top_5_10,outstanding,318,0
"28,957",0,ordinary,ordinary,101,0
"28,959",0,ordinary,ordinary,41,0
"28,962",0.6931471806,top_5,outstanding,373,0
"28,965",0,ordinary,ordinary,61,0
"28,971",8.2980089887,top_5,outstanding,"13,535",88
"28,973",0,ordinary,ordinary,21,0
"28,974",10.2769336247,top_5,outstanding,"12,184",94
"28,979",8.756170145,top_5,outstanding,"3,344",22
"28,981",0.6931471806,top_5_10,outstanding,191,0
"28,983",0.6931471806,top_10_15,outstanding,138,0
"28,984",0.5623351446,top_5_10,outstanding,213,0
"28,995",0.6931471806,ordinary,ordinary,16,0
"29,001",3.0676801316,top_5,outstanding,382,0
"29,004",0.6931471806,ordinary,ordinary,101,0
"29,005",0,top_10_15,outstanding,156,0
"29,006",1.9061547465,top_5,outstanding,338,1
"29,007",0,ordinary,ordinary,1,0
"29,010",0,ordinary,ordinary,101,0
"29,013",0,top_5_10,outstanding,193,0
"29,014",1.3862943611,top_10_15,outstanding,141,0
"29,015",0,ordinary,ordinary,116,1
"29,016",1.0986122887,ordinary,ordinary,69,0
"29,017",0.6931471806,ordinary,ordinary,116,0
"29,019",0,ordinary,ordinary,41,0
"29,020",0.6931471806,ordinary,ordinary,29,0
"29,021",0.6931471806,ordinary,ordinary,101,0
"29,023",0,ordinary,ordinary,81,0
"29,026",7.9660905751,top_5,outstanding,628,2
"29,029",0.6931471806,top_5,outstanding,769,0
"29,032",5.5128696306,top_5_10,outstanding,303,1
"29,034",0,top_5_10,outstanding,188,0
"29,036",0.4505612089,top_5_10,outstanding,218,0
"29,037",3.3155258748,ordinary,ordinary,130,0
"29,039",0.6931471806,top_5_10,outstanding,260,0
"29,040",0,top_5_10,outstanding,226,1
"29,042",0.6931471806,top_5_10,outstanding,266,1
"29,044",7.5579786277,top_5,outstanding,"1,152",12
"29,046",2.9957322736,ordinary,ordinary,101,0
"29,047",1.7917594692,top_5_10,outstanding,181,0
"29,050",0,ordinary,ordinary,36,0
"29,051",4.741193822,top_5,outstanding,384,0
"29,053",0,top_10_15,outstanding,166,0
"29,054",0,ordinary,ordinary,28,0
"29,055",12.5989310818,top_5,outstanding,"29,705",243
"29,057",0.6931471806,top_10_15,outstanding,161,0
"29,061",0,top_5,outstanding,369,1
"29,063",8.9717354347,top_5,outstanding,"1,447",3
"29,064",0,ordinary,ordinary,123,0
"29,068",2.1509506083,top_5_10,outstanding,230,0
"29,071",2.5805277901,ordinary,ordinary,75,0
"29,075",5.8694149829,top_5_10,outstanding,272,2
"29,078",1.3138340332,top_10_15,outstanding,164,0
"29,079",0.6931471806,top_10_15,outstanding,136,0
"29,080",0,top_5_10,outstanding,191,0
"29,081",3.2608518316,top_5_10,outstanding,212,0
"29,083",10.656863276,top_5,outstanding,"9,212",70
"29,087",1.3030924038,top_10_15,outstanding,166,0
"29,091",0,ordinary,ordinary,63,0
"29,093",3.8712010109,ordinary,ordinary,99,0
"29,096",0.6931471806,top_5_10,outstanding,185,0
"29,097",1.6939520276,top_5_10,outstanding,261,0
"29,098",1.0986122887,ordinary,ordinary,11,0
"29,100",8.6295190186,top_5,outstanding,"1,340",8
"29,101",3.357505261,top_5,outstanding,429,2
"29,102",2.7420300085,top_5_10,outstanding,262,0
"29,104",8.8645416632,top_5,outstanding,"1,544",12
"29,105",1.3862943611,top_5_10,outstanding,215,0
"29,108",0,ordinary,ordinary,26,0
"29,110",2.4675759759,top_5_10,outstanding,189,0
"29,113",0,ordinary,ordinary,83,0
"29,116",0,top_5_10,outstanding,181,0
"29,117",1.0970323904,top_10_15,outstanding,143,0
"29,118",2.1594692358,top_5_10,outstanding,196,0
"29,119",1.6020559155,ordinary,ordinary,101,0
"29,120",0,ordinary,ordinary,103,0
"29,121",5.5149375459,top_5,outstanding,534,2
"29,122",1.3690482111,top_5_10,outstanding,249,0
"29,123",0,ordinary,ordinary,24,0
"29,124",2.0228085294,top_5_10,outstanding,188,0
"29,127",2.4146053063,top_5_10,outstanding,197,0
"29,128",0.6931471806,ordinary,ordinary,111,0
"29,130",0,ordinary,ordinary,51,0
"29,131",0.6931471806,top_10_15,outstanding,138,0
"29,132",9.2419339178,top_5,outstanding,"4,539",22
"29,134",0,ordinary,ordinary,116,0
"29,135",1.7160770873,top_5_10,outstanding,181,0
"29,136",3.3623244716,top_5_10,outstanding,180,1
"29,143",0.6931471806,ordinary,ordinary,109,0
"29,144",0.6931471806,ordinary,ordinary,12,0
"29,145",0.6931471806,ordinary,ordinary,119,0
"29,146",4.220632896,top_5,outstanding,329,0
"29,147",2.2500218847,top_5,outstanding,405,0
"29,150",0,top_5_10,outstanding,266,0
"29,151",4.3066029533,top_5,outstanding,405,1
"29,152",5.4209692263,top_5,outstanding,752,3
"29,157",3.3322045102,top_5,outstanding,346,1
"29,159",0,ordinary,ordinary,113,0
"29,161",1.0397207708,top_5_10,outstanding,265,0
"29,162",9.8808192121,top_5,outstanding,"2,751",4
"29,163",0.6931471806,ordinary,ordinary,101,0
"29,165",0,ordinary,ordinary,29,0
"29,167",1.7917594692,top_5,outstanding,357,0
"29,168",0.6931471806,ordinary,ordinary,131,0
"29,170",0,ordinary,ordinary,116,0
"29,172",0,ordinary,ordinary,21,0
"29,174",1.3862943611,top_5_10,outstanding,179,0
"29,175",3.7908351741,top_5_10,outstanding,253,2
"29,176",12.0741557391,top_5,outstanding,"35,626",295
"29,178",0.6931471806,ordinary,ordinary,101,0
"29,179",1.054920168,ordinary,ordinary,116,0
"29,180",0.6931471806,ordinary,ordinary,99,0
"29,181",0,ordinary,ordinary,113,0
"29,188",1.3296613489,ordinary,ordinary,58,0
"29,189",1.0986122887,ordinary,ordinary,61,0
"29,196",5.8456785765,top_5,outstanding,567,2
"29,197",3.1564149586,top_5_10,outstanding,244,1
"29,200",0.6931471806,ordinary,ordinary,11,0
"29,201",5.7099471827,top_5,outstanding,475,4
"29,203",0,ordinary,ordinary,6,0
"29,206",0,top_10_15,outstanding,136,0
"29,211",0.6931471806,ordinary,ordinary,131,0
"29,212",1.647918433,top_10_15,outstanding,150,0
"29,213",0.6931471806,top_10_15,outstanding,134,0
"29,214",0.6365141683,top_5_10,outstanding,276,1
"29,218",0.6931471806,ordinary,ordinary,43,0
"29,219",10.4637384736,top_5,outstanding,"4,842",30
"29,220",3.2383337867,top_5_10,outstanding,185,0
"29,222",0.6931471806,ordinary,ordinary,101,0
"29,225",2.5864686741,top_5,outstanding,519,4
"29,226",0,ordinary,ordinary,36,0
"29,227",0,top_10_15,outstanding,138,0
"29,228",1.5665776177,top_10_15,outstanding,144,0
"29,229",0.6615632382,top_5_10,outstanding,168,0
"29,232",0.5623351446,ordinary,ordinary,11,0
"29,234",0,ordinary,ordinary,113,0
"29,235",12.2651574856,top_5,outstanding,"14,057",102
"29,236",0.6931471806,ordinary,ordinary,19,0
"29,237",2.9666107852,top_5,outstanding,437,0
"29,238",0,top_5_10,outstanding,186,0
"29,239",0.6931471806,ordinary,ordinary,21,0
"29,240",3.063658553,ordinary,ordinary,101,0
"29,241",0,ordinary,ordinary,113,0
"29,243",0.6931471806,ordinary,ordinary,56,0
"29,244",0,top_5_10,outstanding,251,0
"29,246",0.6931471806,top_10_15,outstanding,133,0
"29,249",0.6931471806,ordinary,ordinary,21,0
"29,252",2.22986965,top_5,outstanding,421,0
"29,253",2.0026730159,ordinary,ordinary,47,0
"29,254",0,ordinary,ordinary,126,0
"29,256",0,ordinary,ordinary,41,0
"29,258",0.6829081047,top_10_15,outstanding,160,0
"29,261",6.3713925964,top_5,outstanding,864,3
"29,262",0.6931471806,ordinary,ordinary,121,0
"29,263",0,ordinary,ordinary,28,0
"29,265",0,ordinary,ordinary,11,0
"29,266",0,ordinary,ordinary,16,0
"29,267",0,top_10_15,outstanding,141,0
"29,268",0,top_5_10,outstanding,171,0
"29,269",0,top_10_15,outstanding,148,0
"29,272",0.6931471806,ordinary,ordinary,111,0
"29,274",0.6931471806,top_10_15,outstanding,132,0
"29,275",0,ordinary,ordinary,128,0
"29,278",0.6931471806,ordinary,ordinary,50,0
"29,280",5.7980698098,top_5,outstanding,"1,121",4
"29,281",0,ordinary,ordinary,31,0
"29,284",0,top_10_15,outstanding,163,0
"29,286",4.1207517765,top_5,outstanding,417,2
"29,287",0.6931471806,top_5_10,outstanding,224,0
"29,288",0,ordinary,ordinary,113,0
"29,290",3.8361272544,top_5_10,outstanding,213,0
"29,295",6.2193820107,ordinary,ordinary,101,0
"29,296",0.6931471806,ordinary,ordinary,36,0
"29,299",0,ordinary,ordinary,33,0
"29,300",1.3862943611,top_10_15,outstanding,146,0
"29,301",0.9502705392,ordinary,ordinary,51,0
"29,304",0.6931471806,top_10_15,outstanding,151,0
"29,305",0,ordinary,ordinary,29,0
"29,309",0.5623351446,top_10_15,outstanding,155,0
"29,312",0.6931471806,top_10_15,outstanding,153,0
"29,314",0,ordinary,ordinary,118,0
"29,315",8.9864030772,top_5,outstanding,"1,653",11
"29,316",0,ordinary,ordinary,101,0
"29,318",0.6931471806,ordinary,ordinary,71,0
"29,319",2.2720291869,top_5,outstanding,356,0
"29,321",0,ordinary,ordinary,21,0
"29,322",0,top_5_10,outstanding,181,0
"29,323",0,top_10_15,outstanding,156,0
"29,325",0,ordinary,ordinary,21,0
"29,326",0,ordinary,ordinary,36,1
"29,327",4.8146311209,top_5,outstanding,425,0
"29,328",3.1137371346,ordinary,ordinary,97,0
"29,329",0,ordinary,ordinary,123,0
"29,331",0,ordinary,ordinary,101,0
"29,332",0.6931471806,ordinary,ordinary,111,0
"29,333",0,ordinary,ordinary,9,0
"29,334",6.6535590299,top_5,outstanding,555,6
"29,337",0.6931471806,ordinary,ordinary,106,0
"29,339",0.6931471806,top_10_15,outstanding,139,0
"29,341",0,top_10_15,outstanding,143,0
"29,342",2.3376778552,top_5_10,outstanding,167,0
"29,344",2.7442722161,ordinary,ordinary,128,0
"29,347",9.3038278045,top_5,outstanding,818,9
"29,349",1.0986122887,ordinary,ordinary,6,0
"29,350",1.2770342595,top_10_15,outstanding,151,0
"29,352",1.3138340332,top_10_15,outstanding,141,0
"29,354",0,top_5_10,outstanding,201,0
"29,355",3.3914850683,top_5_10,outstanding,200,0
"29,357",0.6365141683,ordinary,ordinary,128,0
"29,358",0,ordinary,ordinary,47,0
"29,359",2.7794808575,top_5_10,outstanding,197,0
"29,365",1.9661755171,top_5,outstanding,333,0
"29,366",1.3862943611,ordinary,ordinary,111,0
"29,367",1.5498260459,top_5_10,outstanding,236,1
"29,368",1.7328679514,ordinary,ordinary,58,0
"29,371",5.4064100648,top_5,outstanding,400,2
"29,372",1.735126457,ordinary,ordinary,75,1
"29,374",4.3152234072,top_5_10,outstanding,204,0
"29,376",4.4812467001,top_5,outstanding,352,0
"29,377",0.6931471806,ordinary,ordinary,65,0
"29,380",1.1246702892,top_10_15,outstanding,166,0
"29,381",0,top_10_15,outstanding,134,0
"29,382",4.1172502172,top_5_10,outstanding,201,0
"29,385",4.7703062987,top_5,outstanding,346,1
"29,389",9.8837305806,top_5,outstanding,"2,973",16
"29,390",0,ordinary,ordinary,51,0
"29,391",0.6931471806,top_10_15,outstanding,138,0
"29,392",0,ordinary,ordinary,111,0
"29,393",0.6931471806,top_10_15,outstanding,133,0
"29,394",0,top_10_15,outstanding,138,0
"29,395",0.6931471806,ordinary,ordinary,123,0
"29,397",0.6931471806,ordinary,ordinary,41,0
"29,398",0.6931471806,top_5_10,outstanding,188,0
"29,399",0,top_10_15,outstanding,151,1
"29,400",0.6931471806,top_10_15,outstanding,133,0
"29,402",0,ordinary,ordinary,113,0
"29,403",0,top_10_15,outstanding,140,0
"29,404",0.6931471806,ordinary,ordinary,36,0
"29,407",3.4680615567,top_10_15,outstanding,161,2
"29,409",1.735126457,top_5_10,outstanding,301,2
"29,410",0,ordinary,ordinary,27,0
"29,411",3.9714380352,top_5,outstanding,561,6
"29,415",0,ordinary,ordinary,113,0
"29,417",8.3204466318,top_5,outstanding,"1,852",22
"29,419",2.4998876391,top_5_10,outstanding,256,0
"29,420",0,ordinary,ordinary,121,0
"29,422",0,ordinary,ordinary,101,0
"29,424",3.1839025008,top_5,outstanding,336,3
"29,426",0.6931471806,ordinary,ordinary,43,0
"29,428",0.6931471806,ordinary,ordinary,126,0
"29,429",0.6931471806,top_10_15,outstanding,143,0
"29,431",0,ordinary,ordinary,116,0
"29,432",0,top_10_15,outstanding,133,0
"29,433",0,top_10_15,outstanding,138,0
"29,437",0.6931471806,top_10_15,outstanding,137,0
"29,438",0.6931471806,ordinary,ordinary,116,0
"29,439",6.3287774379,top_5,outstanding,766,7
"29,442",6.7659125584,top_5,outstanding,"1,180",3
"29,443",0,top_10_15,outstanding,141,0
"29,444",0,ordinary,ordinary,116,0
"29,445",2.5257286443,ordinary,ordinary,87,0
"29,446",0,ordinary,ordinary,121,0
"29,448",0.6931471806,top_5_10,outstanding,221,0
"29,449",3.4831938055,top_5_10,outstanding,184,0
"29,451",0,ordinary,ordinary,19,0
"29,452",1.7917594692,top_5_10,outstanding,193,0
"29,455",0.6931471806,top_10_15,outstanding,150,0
"29,457",0.6931471806,ordinary,ordinary,31,0
"29,458",0.6365141683,top_5_10,outstanding,208,0
"29,459",4.7289413417,top_5,outstanding,498,1
"29,462",0.6931471806,top_10_15,outstanding,133,0
"29,465",0.6931471806,ordinary,ordinary,11,0
"29,467",1.0789922079,ordinary,ordinary,39,0
"29,468",4.8343724456,top_5,outstanding,491,1
"29,469",0,ordinary,ordinary,21,0
"29,470",4.4935869974,top_5,outstanding,392,3
"29,472",0,ordinary,ordinary,29,0
"29,473",0,top_10_15,outstanding,136,0
"29,474",0,ordinary,ordinary,35,0
"29,476",1.0986122887,ordinary,ordinary,68,0
"29,479",0,ordinary,ordinary,121,0
"29,481",0.6931471806,ordinary,ordinary,31,0
"29,483",3.2935783604,top_5_10,outstanding,283,2
"29,484",2.8663838183,ordinary,ordinary,65,0
"29,486",1.0986122887,ordinary,ordinary,41,0
"29,487",1.0986122887,ordinary,ordinary,21,0
"29,489",6.160016235,top_5,outstanding,514,1
"29,490",0.6931471806,top_10_15,outstanding,166,0
"29,492",0,ordinary,ordinary,31,0
"29,493",0.6931471806,top_10_15,outstanding,141,0
"29,494",0,ordinary,ordinary,111,0
"29,495",0,ordinary,ordinary,93,0
"29,496",1.9712108999,top_5_10,outstanding,176,0
"29,497",0,top_5_10,outstanding,178,0
"29,498",1.5401231944,top_10_15,outstanding,133,3
"29,499",0,top_5_10,outstanding,244,1
"29,500",1.560710409,top_5_10,outstanding,225,2
"29,502",5.3911221911,top_5,outstanding,459,2
"29,505",0.6931471806,ordinary,ordinary,38,0
"29,506",0,ordinary,ordinary,4,0
"29,507",0,top_5_10,outstanding,193,0
"29,510",4.4819018789,top_5,outstanding,381,1
"29,513",0.6365141683,top_5_10,outstanding,190,0
"29,514",1.7917594692,ordinary,ordinary,122,0
"29,515",0.6931471806,ordinary,ordinary,101,0
"29,516",0,ordinary,ordinary,6,0
"29,518",0.6931471806,ordinary,ordinary,16,0
"29,521",0,top_10_15,outstanding,151,0
"29,523",0,ordinary,ordinary,1,0
"29,524",1.0397207708,ordinary,ordinary,28,0
"29,530",1.3296613489,ordinary,ordinary,123,0
"29,534",1.7917594692,top_5_10,outstanding,230,0
"29,537",0.6931471806,ordinary,ordinary,43,0
"29,539",0,ordinary,ordinary,103,0
"29,543",0.6931471806,top_10_15,outstanding,138,0
"29,546",1.7917594692,top_10_15,outstanding,165,0
"29,547",0.6931471806,ordinary,ordinary,128,0
"29,549",0,top_10_15,outstanding,148,0
"29,550",0.6365141683,ordinary,ordinary,36,0
"29,551",1.0986122887,ordinary,ordinary,31,0
"29,552",0.6931471806,top_10_15,outstanding,151,0
"29,553",12.1061954168,top_5,outstanding,"6,848",74
"29,554",0,ordinary,ordinary,116,0
"29,557",0.6931471806,ordinary,ordinary,41,0
"29,559",2.5310283531,ordinary,ordinary,113,0
"29,560",0.6931471806,ordinary,ordinary,108,1
"29,561",5.5729669541,top_5,outstanding,"1,102",3
"29,562",0,ordinary,ordinary,21,0
"29,563",0.6931471806,ordinary,ordinary,101,0
"29,567",1.0986122887,ordinary,ordinary,128,0
"29,569",0.673011667,ordinary,ordinary,38,0
"29,571",0,ordinary,ordinary,11,0
"29,573",0.6931471806,top_5_10,outstanding,240,0
"29,576",0,ordinary,ordinary,4,0
"29,577",0,ordinary,ordinary,11,0
"29,578",0,ordinary,ordinary,23,0
"29,580",0,ordinary,ordinary,18,0
"29,582",5.7669961093,top_5,outstanding,739,4
"29,583",1.0296530141,top_10_15,outstanding,158,0
"29,585",0.6931471806,ordinary,ordinary,13,0
"29,587",1.9486295057,top_5,outstanding,881,0
"29,588",0,ordinary,ordinary,105,0
"29,589",0.6931471806,top_10_15,outstanding,162,0
"29,594",0.6931471806,ordinary,ordinary,100,0
"29,596",0.6931471806,top_10_15,outstanding,136,1
"29,597",4.9131802873,top_5_10,outstanding,306,0
"29,598",0,ordinary,ordinary,3,0
"29,599",0,ordinary,ordinary,118,0
"29,601",0.6931471806,ordinary,ordinary,2,0
"29,602",0,ordinary,ordinary,36,0
"29,603",0,ordinary,ordinary,21,0
"29,606",0.5004024235,top_5_10,outstanding,178,0
"29,607",0.6931471806,top_10_15,outstanding,133,0
"29,609",0.6931471806,ordinary,ordinary,48,0
"29,610",2.4412145291,top_5,outstanding,367,2
"29,611",1.0986122887,ordinary,ordinary,86,1
"29,613",0,ordinary,ordinary,26,0
"29,614",0.6931471806,top_10_15,outstanding,141,0
"29,615",0,ordinary,ordinary,103,0
"29,619",0.6931471806,ordinary,ordinary,101,0
"29,620",0,ordinary,ordinary,21,0
"29,621",0.6931471806,top_5_10,outstanding,246,1
"29,626",0.6931471806,ordinary,ordinary,28,0
"29,628",0,top_10_15,outstanding,133,0
"29,629",1.1246702892,ordinary,ordinary,126,0
"29,631",5.4705593329,top_5,outstanding,587,3
"29,633",0,ordinary,ordinary,68,0
"29,638",5.7945285784,top_5,outstanding,573,1
"29,640",1.246872849,top_5_10,outstanding,208,1
"29,644",1.0397207708,top_10_15,outstanding,133,0
"29,645",0.6931471806,ordinary,ordinary,4,0
"29,646",0,ordinary,ordinary,5,0
"29,649",2.9886639894,top_5_10,outstanding,201,1
"29,653",0,ordinary,ordinary,26,0
"29,654",0,ordinary,ordinary,128,0
"29,655",0.6931471806,ordinary,ordinary,101,0
"29,656",1.3862943611,ordinary,ordinary,103,0
"29,657",0,ordinary,ordinary,66,0
"29,658",0,ordinary,ordinary,71,0
"29,662",0,ordinary,ordinary,48,0
"29,668",0.6931471806,top_5_10,outstanding,176,0
"29,672",1.0397207708,top_5_10,outstanding,300,0
"29,674",1.6762349391,ordinary,ordinary,120,0
"29,675",0.6931471806,ordinary,ordinary,9,0
"29,679",6.6528537825,top_5,outstanding,475,2
"29,681",0.6931471806,ordinary,ordinary,31,0
"29,686",0.6931471806,ordinary,ordinary,121,0
"29,689",0,ordinary,ordinary,31,0
"29,690",1.6478710277,ordinary,ordinary,3,0
"29,691",0.6931471806,ordinary,ordinary,26,0
"29,692",4.7810391954,top_5,outstanding,365,0
"29,693",0.6931471806,top_10_15,outstanding,133,0
"29,696",0.6931471806,ordinary,ordinary,113,0
"29,697",0.6931471806,ordinary,ordinary,21,0
"29,698",0,ordinary,ordinary,71,0
"29,700",0,ordinary,ordinary,131,0
"29,701",1.3661588476,top_10_15,outstanding,145,0
"29,702",0,ordinary,ordinary,38,0
"29,703",0,ordinary,ordinary,24,0
"29,705",0,ordinary,ordinary,128,0
"29,706",0,ordinary,ordinary,26,0
"29,707",0,ordinary,ordinary,112,0
"29,708",1.6914343363,top_5_10,outstanding,177,0
"29,712",6.5380323357,top_5,outstanding,804,2
"29,713",0.6931471806,ordinary,ordinary,121,0
"29,714",0,ordinary,ordinary,128,0
"29,716",4.0769795648,top_5_10,outstanding,276,1
"29,718",0,top_10_15,outstanding,138,0
"29,719",1.0986122887,ordinary,ordinary,131,0
"29,722",1.648278376,top_5_10,outstanding,183,0
"29,723",0.6931471806,top_10_15,outstanding,133,0
"29,724",0.6931471806,ordinary,ordinary,71,0
"29,725",6.9000259875,top_5,outstanding,594,5
"29,726",0,ordinary,ordinary,91,0
"29,727",1.3862943611,top_10_15,outstanding,154,0
"29,729",1.7777775454,top_5_10,outstanding,297,0
"29,735",0,top_5_10,outstanding,213,0
"29,736",1.3296613489,ordinary,ordinary,58,0
"29,738",0,top_5_10,outstanding,174,0
"29,740",1.7917594692,top_5,outstanding,386,1
"29,741",0.6931471806,ordinary,ordinary,9,0
"29,744",0,ordinary,ordinary,101,0
"29,748",2.7080502011,top_10_15,outstanding,155,0
"29,749",0,ordinary,ordinary,11,0
"29,753",0,ordinary,ordinary,1,0
"29,754",0,top_10_15,outstanding,143,0
"29,758",0,ordinary,ordinary,6,0
"29,759",0.6931471806,ordinary,ordinary,131,0
"29,760",4.5366915478,top_5,outstanding,512,1
"29,761",0,ordinary,ordinary,116,0
"29,763",1.5595811563,top_10_15,outstanding,152,0
"29,766",0,ordinary,ordinary,103,0
"29,767",0,ordinary,ordinary,129,0
"29,768",0,ordinary,ordinary,23,0
"29,771",0,top_10_15,outstanding,148,0
"29,773",0,ordinary,ordinary,113,0
"29,776",0,ordinary,ordinary,41,0
"29,777",0,ordinary,ordinary,11,0
"29,782",0,ordinary,ordinary,26,0
"29,783",0,ordinary,ordinary,111,0
"29,784",0,ordinary,ordinary,11,0
"29,785",0,ordinary,ordinary,123,0
"29,786",0,top_10_15,outstanding,141,0
"29,789",0,ordinary,ordinary,111,0
"29,791",0,ordinary,ordinary,11,0
"29,792",0,ordinary,ordinary,1,0
"29,793",2.0228085294,top_5_10,outstanding,239,0
"29,795",0.6931471806,ordinary,ordinary,118,0
"29,796",0,ordinary,ordinary,30,0
"29,797",1.0986122887,ordinary,ordinary,41,0
"29,798",1.0789922079,ordinary,ordinary,25,0
"29,801",1.3862943611,ordinary,ordinary,31,0
"29,804",2.2824495794,ordinary,ordinary,94,1
"29,806",0,ordinary,ordinary,51,0
"29,808",0.6931471806,ordinary,ordinary,26,0
"29,809",3.4188451652,top_5_10,outstanding,313,0
"29,810",9.9618303699,top_5,outstanding,"2,580",22
"29,812",1.7917594692,top_5_10,outstanding,306,1
"29,818",1.7917594692,top_5_10,outstanding,179,0
"29,820",0.6931471806,ordinary,ordinary,21,0
"29,821",2.0794415417,top_5_10,outstanding,291,0
"29,822",0,top_5_10,outstanding,171,0
"29,824",4.544397166,top_5,outstanding,911,6
"29,827",0.6931471806,ordinary,ordinary,24,0
"29,828",0.6931471806,ordinary,ordinary,23,0
"29,829",0.6931471806,ordinary,ordinary,108,0
"29,833",0,ordinary,ordinary,7,0
"29,834",0,ordinary,ordinary,31,0
"29,835",0,ordinary,ordinary,8,0
"29,841",0,top_10_15,outstanding,141,0
"29,845",0,top_10_15,outstanding,144,0
"29,846",0.6931471806,ordinary,ordinary,46,1
"29,847",0.5004024235,top_5_10,outstanding,183,0
"29,848",0,ordinary,ordinary,111,0
"29,849",1.3296613489,ordinary,ordinary,131,0
"29,850",1.0986122887,top_5_10,outstanding,178,0
"29,851",0,ordinary,ordinary,101,0
"29,852",0,ordinary,ordinary,16,0
"29,853",3.7706766269,top_5_10,outstanding,206,1
