"id_user","entropy","class","class2","reputation","accepted_answers"
"7,518",0,ordinary,ordinary,101,0
"7,520",0.6931471806,ordinary,ordinary,131,0
"7,521",0.6931471806,ordinary,ordinary,59,0
"7,522",0.6931471806,ordinary,ordinary,31,0
"7,523",0,ordinary,ordinary,51,0
"7,524",0,ordinary,ordinary,111,0
"7,528",0,ordinary,ordinary,26,0
"7,529",2.3845815168,ordinary,ordinary,136,0
"7,530",0,ordinary,ordinary,51,0
"7,531",0.6931471806,ordinary,ordinary,121,0
"7,532",1.7480673485,ordinary,ordinary,103,0
"7,533",0,ordinary,ordinary,21,0
"7,536",0,ordinary,ordinary,121,0
"7,537",1.0986122887,ordinary,ordinary,58,0
"7,538",0,ordinary,ordinary,138,0
"7,539",1.735126457,ordinary,ordinary,145,0
"7,540",0.6931471806,ordinary,ordinary,108,0
"7,542",6.1557792414,ordinary,ordinary,139,0
"7,543",0,top_5_10,outstanding,313,0
"7,545",0.6931471806,ordinary,ordinary,101,0
"7,546",0.5623351446,ordinary,ordinary,91,0
"7,549",0.6931471806,ordinary,ordinary,31,0
"7,550",0.6931471806,top_10_15,outstanding,175,0
"7,554",0,ordinary,ordinary,149,0
"7,555",0.6931471806,top_5,outstanding,413,0
"7,556",1.7480673485,top_5_10,outstanding,246,1
"7,557",0,ordinary,ordinary,146,0
"7,558",2.4157919867,top_5_10,outstanding,299,0
"7,559",0.6931471806,ordinary,ordinary,4,0
"7,561",0,ordinary,ordinary,41,0
"7,562",0,ordinary,ordinary,47,0
"7,563",0,ordinary,ordinary,56,1
"7,564",1.8866967847,top_5_10,outstanding,329,0
"7,565",12.7371046938,top_5,outstanding,"10,874",111
"7,568",1.0114042647,ordinary,ordinary,135,0
"7,569",0,ordinary,ordinary,145,0
"7,570",2.6208421771,top_5_10,outstanding,352,1
"7,571",0,ordinary,ordinary,16,0
"7,572",0.6931471806,ordinary,ordinary,121,0
"7,573",2.9342349557,top_5,outstanding,441,4
"7,574",3.1910828306,top_10_15,outstanding,205,0
"7,576",0.6931471806,ordinary,ordinary,150,0
"7,580",0,ordinary,ordinary,31,0
"7,585",0.4505612089,top_5_10,outstanding,238,0
"7,587",2.9676517083,ordinary,ordinary,87,0
"7,588",6.8001230864,top_5,outstanding,590,4
"7,590",0,top_5_10,outstanding,244,0
"7,591",2.6812290419,top_5,outstanding,593,1
"7,593",0,ordinary,ordinary,144,0
"7,596",0.6931471806,ordinary,ordinary,101,0
"7,599",0,ordinary,ordinary,146,0
"7,602",3.5905706783,top_5_10,outstanding,237,0
"7,603",2.1972245773,top_5_10,outstanding,212,0
"7,604",8.4680244165,top_5,outstanding,772,5
"7,605",1.9206628141,ordinary,ordinary,81,0
"7,606",1.2554823252,ordinary,ordinary,21,0
"7,608",0.6931471806,ordinary,ordinary,138,0
"7,609",6.5532771433,top_5,outstanding,"1,482",5
"7,613",0,ordinary,ordinary,109,0
"7,615",1.6488470717,top_10_15,outstanding,161,0
"7,616",4.3792186745,top_5_10,outstanding,246,0
"7,617",8.6199185527,top_5,outstanding,"1,883",0
"7,618",1.8866967847,top_5_10,outstanding,221,1
"7,622",0,ordinary,ordinary,31,0
"7,623",0.6365141683,ordinary,ordinary,67,0
"7,625",1.0986122887,ordinary,ordinary,11,0
"7,626",0,ordinary,ordinary,31,0
"7,627",0,ordinary,ordinary,31,0
"7,628",0,top_10_15,outstanding,196,1
"7,629",1.3862943611,ordinary,ordinary,61,0
"7,631",0,ordinary,ordinary,101,0
"7,632",1.3296613489,ordinary,ordinary,126,0
"7,633",0,ordinary,ordinary,31,0
"7,636",0.6931471806,ordinary,ordinary,101,0
"7,638",0,ordinary,ordinary,16,0
"7,639",0,ordinary,ordinary,21,0
"7,642",0,ordinary,ordinary,21,0
"7,643",0,ordinary,ordinary,38,0
"7,644",1.0397207708,ordinary,ordinary,89,1
"7,645",0,ordinary,ordinary,148,0
"7,646",0.6931471806,top_10_15,outstanding,168,0
"7,650",0,ordinary,ordinary,36,0
"7,651",1.9480538171,top_5_10,outstanding,321,0
"7,652",0,ordinary,ordinary,126,0
"7,653",0,ordinary,ordinary,69,0
"7,655",2.1808078187,ordinary,ordinary,151,0
"7,657",0,ordinary,ordinary,117,0
"7,658",2.6452109747,top_5_10,outstanding,263,1
"7,659",0.6931471806,ordinary,ordinary,131,0
"7,660",2.0664125414,top_5_10,outstanding,232,0
"7,661",0,ordinary,ordinary,16,0
"7,662",1.3296613489,ordinary,ordinary,117,0
"7,664",0.5623351446,top_10_15,outstanding,163,0
"7,667",0,ordinary,ordinary,104,0
"7,668",0,ordinary,ordinary,101,0
"7,669",0.673011667,top_10_15,outstanding,201,0
"7,670",1.3296613489,top_5_10,outstanding,285,0
"7,673",0.6931471806,ordinary,ordinary,133,0
"7,675",1.5737394093,top_10_15,outstanding,172,0
"7,676",4.1970992778,top_10_15,outstanding,195,0
"7,677",1.5844808373,top_5_10,outstanding,315,0
"7,685",0.6931471806,ordinary,ordinary,123,0
"7,687",2.0449311748,top_10_15,outstanding,177,0
"7,689",2.2921618928,top_5_10,outstanding,260,0
"7,690",0.6365141683,ordinary,ordinary,141,0
"7,692",2.6593226977,top_5_10,outstanding,215,0
"7,698",0,ordinary,ordinary,148,0
"7,701",6.7332576626,top_5,outstanding,997,9
"7,702",0.6931471806,top_10_15,outstanding,171,0
"7,703",4.4243093483,top_5,outstanding,981,6
"7,704",0,top_10_15,outstanding,164,0
"7,705",1.054920168,top_5_10,outstanding,271,2
"7,711",0,ordinary,ordinary,101,0
"7,713",0,ordinary,ordinary,151,0
"7,716",3.6981209314,top_5_10,outstanding,315,0
