"id_user","count_you_usage","category","class","class2"
"36,212",3,top_40_45,ordinary,ordinary
"36,214",3,top_5_10,top_5_10,outstanding
"36,218",2,top_20_25,ordinary,ordinary
"36,220",14,top_5,top_5,outstanding
"36,222",3,top_50_100,ordinary,ordinary
"36,230",3,top_45_50,ordinary,ordinary
"36,236",2,top_50_100,ordinary,ordinary
"36,238",2,top_35_40,ordinary,ordinary
"36,241",4,top_50_100,ordinary,ordinary
"36,244",2,top_50_100,ordinary,ordinary
"36,245",2,top_50_100,ordinary,ordinary
"36,251",1,top_10_15,top_10_15,outstanding
"36,256",23,top_35_40,ordinary,ordinary
"36,260",444,top_5,top_5,outstanding
"36,263",1,top_10_15,top_10_15,outstanding
"36,264",12,top_5_10,top_5_10,outstanding
"36,267",3,top_50_100,ordinary,ordinary
"36,270",4,top_10_15,top_10_15,outstanding
"36,273",115,top_5,top_5,outstanding
"36,275",4,top_5,top_5,outstanding
"36,277",1,top_50_100,ordinary,ordinary
"36,278",1,top_50_100,ordinary,ordinary
"36,279",10,top_35_40,ordinary,ordinary
"36,280",9,top_10_15,top_10_15,outstanding
"36,286",1,top_50_100,ordinary,ordinary
"36,290",2,top_50_100,ordinary,ordinary
"36,293",2,top_20_25,ordinary,ordinary
"36,298",68,top_5,top_5,outstanding
"36,306",2,top_25_30,ordinary,ordinary
"36,312",4,top_50_100,ordinary,ordinary
"36,315",1,top_5_10,top_5_10,outstanding
"36,323",5,top_25_30,ordinary,ordinary
"36,324",1,top_40_45,ordinary,ordinary
"36,325",3,top_5,top_5,outstanding
"36,328",1,top_50_100,ordinary,ordinary
"36,334",6,top_5_10,top_5_10,outstanding
"36,338",5,top_30_35,ordinary,ordinary
"36,339",3,top_35_40,ordinary,ordinary
"36,341",4,top_35_40,ordinary,ordinary
"36,342",7,top_15_20,ordinary,ordinary
"36,343",6,top_5_10,top_5_10,outstanding
"36,352",2,top_10_15,top_10_15,outstanding
"36,354",1,top_35_40,ordinary,ordinary
"36,356",1,top_30_35,ordinary,ordinary
"36,357",7,top_5_10,top_5_10,outstanding
"36,362",4,top_40_45,ordinary,ordinary
"36,366",1,top_45_50,ordinary,ordinary
"36,367",3,top_35_40,ordinary,ordinary
"36,368",2,top_30_35,ordinary,ordinary
"36,370",1,top_25_30,ordinary,ordinary
"36,371",9,top_20_25,ordinary,ordinary
"36,373",2,top_30_35,ordinary,ordinary
"36,378",2,top_30_35,ordinary,ordinary
"36,381",12,top_5,top_5,outstanding
"36,385",1,top_5_10,top_5_10,outstanding
"36,390",89,top_5,top_5,outstanding
"36,400",1,top_50_100,ordinary,ordinary
"36,402",2,top_50_100,ordinary,ordinary
"36,403",4,top_30_35,ordinary,ordinary
"36,404",2,top_5,top_5,outstanding
"36,408",3,top_30_35,ordinary,ordinary
"36,418",2,top_45_50,ordinary,ordinary
"36,422",5,top_45_50,ordinary,ordinary
"36,425",2,top_50_100,ordinary,ordinary
"36,426",4,top_50_100,ordinary,ordinary
"36,429",1,top_35_40,ordinary,ordinary
"36,431",3,top_35_40,ordinary,ordinary
"36,433",5,top_50_100,ordinary,ordinary
"36,436",4,top_50_100,ordinary,ordinary
"36,439",2,top_50_100,ordinary,ordinary
"36,450",2,top_50_100,ordinary,ordinary
"36,451",1,top_45_50,ordinary,ordinary
"36,453",3,top_50_100,ordinary,ordinary
"36,460",1,top_50_100,ordinary,ordinary
"36,461",1,top_35_40,ordinary,ordinary
"36,462",3,top_30_35,ordinary,ordinary
"36,464",4,top_30_35,ordinary,ordinary
"36,465",2,top_50_100,ordinary,ordinary
"36,466",13,top_5_10,top_5_10,outstanding
"36,467",30,top_15_20,ordinary,ordinary
"36,469",2,top_45_50,ordinary,ordinary
"36,470",2,top_50_100,ordinary,ordinary
"36,476",3,top_5,top_5,outstanding
"36,477",2,top_40_45,ordinary,ordinary
"36,483",1,top_45_50,ordinary,ordinary
"36,485",4,top_35_40,ordinary,ordinary
"36,486",9,top_5_10,top_5_10,outstanding
"36,487",3,top_50_100,ordinary,ordinary
"36,489",15,top_5,top_5,outstanding
"36,491",1,top_20_25,ordinary,ordinary
"36,497",10,top_5,top_5,outstanding
"36,513",1,top_50_100,ordinary,ordinary
"36,514",1,top_30_35,ordinary,ordinary
"36,515",2,top_30_35,ordinary,ordinary
"36,519",25,top_30_35,ordinary,ordinary
"36,522",4,top_10_15,top_10_15,outstanding
"36,523",5,top_5_10,top_5_10,outstanding
"36,527",6,top_50_100,ordinary,ordinary
"36,533",6,top_35_40,ordinary,ordinary
"36,541",46,top_5,top_5,outstanding
"36,546",3,top_50_100,ordinary,ordinary
"36,547",1,top_5_10,top_5_10,outstanding
"36,549",3,top_35_40,ordinary,ordinary
"36,554",30,top_5,top_5,outstanding
"36,559",1,top_50_100,ordinary,ordinary
"36,561",3,top_35_40,ordinary,ordinary
"36,563",10,top_5_10,top_5_10,outstanding
"36,564",2,top_50_100,ordinary,ordinary
"36,575",4,top_30_35,ordinary,ordinary
"36,577",1,top_40_45,ordinary,ordinary
"36,578",1,top_50_100,ordinary,ordinary
"36,587",1,top_50_100,ordinary,ordinary
"36,589",5,top_45_50,ordinary,ordinary
"36,601",24,top_5,top_5,outstanding
"36,605",1,top_50_100,ordinary,ordinary
"36,611",1,top_45_50,ordinary,ordinary
"36,613",7,top_10_15,top_10_15,outstanding
"36,614",4,top_5,top_5,outstanding
"36,619",7,top_30_35,ordinary,ordinary
"36,628",3,top_20_25,ordinary,ordinary
"36,632",5,top_10_15,top_10_15,outstanding
"36,633",2,top_5_10,top_5_10,outstanding
"36,635",1,top_15_20,ordinary,ordinary
"36,636",11,top_5,top_5,outstanding
"36,638",1,top_5_10,top_5_10,outstanding
"36,641",2,top_40_45,ordinary,ordinary
"36,645",1,top_35_40,ordinary,ordinary
"36,648",7,top_50_100,ordinary,ordinary
"36,649",3,top_30_35,ordinary,ordinary
"36,652",1,top_35_40,ordinary,ordinary
"36,663",1,top_10_15,top_10_15,outstanding
"36,665",3,top_45_50,ordinary,ordinary
"36,666",7,top_35_40,ordinary,ordinary
"36,668",2,top_5_10,top_5_10,outstanding
"36,671",2,top_10_15,top_10_15,outstanding
"36,672",1,top_20_25,ordinary,ordinary
"36,673",1,top_30_35,ordinary,ordinary
"36,674",1,top_10_15,top_10_15,outstanding
"36,675",4,top_10_15,top_10_15,outstanding
"36,681",4,top_50_100,ordinary,ordinary
"36,682",1,top_35_40,ordinary,ordinary
"36,685",1,top_15_20,ordinary,ordinary
"36,687",80,top_5,top_5,outstanding
"36,689",3,top_30_35,ordinary,ordinary
"36,690",2,top_35_40,ordinary,ordinary
"36,692",6,top_15_20,ordinary,ordinary
"36,693",1,top_50_100,ordinary,ordinary
"36,700",4,top_40_45,ordinary,ordinary
"36,707",2,top_5_10,top_5_10,outstanding
"36,710",1,top_50_100,ordinary,ordinary
"36,711",33,top_5,top_5,outstanding
"36,718",7,top_50_100,ordinary,ordinary
"36,720",5,top_20_25,ordinary,ordinary
"36,722",1,top_50_100,ordinary,ordinary
"36,723",9,top_5,top_5,outstanding
"36,724",395,top_5,top_5,outstanding
"36,729",7,top_5,top_5,outstanding
"36,731",3,top_40_45,ordinary,ordinary
"36,734",8,top_10_15,top_10_15,outstanding
"36,736",1,top_15_20,ordinary,ordinary
"36,737",3,top_30_35,ordinary,ordinary
"36,740",102,top_5,top_5,outstanding
"36,743",1,top_10_15,top_10_15,outstanding
"36,744",1,top_25_30,ordinary,ordinary
"36,746",1,top_35_40,ordinary,ordinary
"36,750",14,top_5,top_5,outstanding
"36,752",12,top_5,top_5,outstanding
"36,756",2,top_50_100,ordinary,ordinary
"36,758",8,top_50_100,ordinary,ordinary
"36,765",2,top_45_50,ordinary,ordinary
"36,767",4,top_40_45,ordinary,ordinary
"36,769",9,top_5_10,top_5_10,outstanding
"36,770",4,top_15_20,ordinary,ordinary
"36,775",1,top_15_20,ordinary,ordinary
"36,776",1,top_35_40,ordinary,ordinary
"36,777",16,top_15_20,ordinary,ordinary
"36,778",2,top_5_10,top_5_10,outstanding
"36,779",2,top_30_35,ordinary,ordinary
"36,780",3,top_50_100,ordinary,ordinary
"36,783",1,top_40_45,ordinary,ordinary
"36,792",2,top_50_100,ordinary,ordinary
"36,811",6,top_30_35,ordinary,ordinary
"36,812",11,top_5,top_5,outstanding
"36,818",5,top_5_10,top_5_10,outstanding
"36,819",7,top_5,top_5,outstanding
"36,821",1,top_50_100,ordinary,ordinary
"36,822",1,top_50_100,ordinary,ordinary
"36,823",15,top_30_35,ordinary,ordinary
"36,828",1,top_45_50,ordinary,ordinary
"36,831",1,top_50_100,ordinary,ordinary
"36,839",1,top_50_100,ordinary,ordinary
"36,841",2,top_50_100,ordinary,ordinary
"36,848",2,top_5_10,top_5_10,outstanding
"36,858",2,top_40_45,ordinary,ordinary
"36,865",1,top_35_40,ordinary,ordinary
"36,872",1,top_35_40,ordinary,ordinary
"36,873",32,top_5_10,top_5_10,outstanding
"36,876",6,top_15_20,ordinary,ordinary
"36,877",1,top_50_100,ordinary,ordinary
"36,881",4,top_20_25,ordinary,ordinary
