"id_user","count_you_usage","category","class","class2"
"27,652",1,top_50_100,ordinary,ordinary
"27,673",1,top_50_100,ordinary,ordinary
"27,694",1,top_15_20,ordinary,ordinary
"27,696",2,top_50_100,ordinary,ordinary
"27,699",8,top_50_100,ordinary,ordinary
"27,720",1,top_50_100,ordinary,ordinary
"27,735",2,top_50_100,ordinary,ordinary
"27,736",4,top_50_100,ordinary,ordinary
"27,737",1,top_35_40,ordinary,ordinary
"27,747",1,top_50_100,ordinary,ordinary
"27,761",2,top_5_10,top_5_10,outstanding
"27,772",1,top_50_100,ordinary,ordinary
"27,775",1,top_30_35,ordinary,ordinary
"27,779",3,top_20_25,ordinary,ordinary
"27,793",1,top_50_100,ordinary,ordinary
"27,797",2,top_50_100,ordinary,ordinary
"27,801",2,top_50_100,ordinary,ordinary
"27,816",1,top_50_100,ordinary,ordinary
"27,819",1,top_50_100,ordinary,ordinary
"27,820",1,top_25_30,ordinary,ordinary
"27,821",1,top_10_15,top_10_15,outstanding
"27,857",11,top_45_50,ordinary,ordinary
"27,872",1,top_50_100,ordinary,ordinary
"27,873",12,top_25_30,ordinary,ordinary
"27,884",3,top_50_100,ordinary,ordinary
"27,885",1,top_50_100,ordinary,ordinary
"27,887",1,top_50_100,ordinary,ordinary
"27,890",3,top_50_100,ordinary,ordinary
"27,892",2,top_45_50,ordinary,ordinary
"27,905",2,top_50_100,ordinary,ordinary
"27,909",8,top_5_10,top_5_10,outstanding
"27,921",1,top_35_40,ordinary,ordinary
"27,932",1,top_15_20,ordinary,ordinary
"27,945",2,top_50_100,ordinary,ordinary
"27,955",1,top_50_100,ordinary,ordinary
"27,961",2,top_50_100,ordinary,ordinary
"27,964",1,top_35_40,ordinary,ordinary
"27,969",2,top_30_35,ordinary,ordinary
"28,004",1,top_35_40,ordinary,ordinary
"28,030",1,top_50_100,ordinary,ordinary
"28,040",2,top_45_50,ordinary,ordinary
"28,043",5,top_50_100,ordinary,ordinary
"28,049",2,top_50_100,ordinary,ordinary
"28,063",1,top_15_20,ordinary,ordinary
"28,070",1,top_20_25,ordinary,ordinary
"28,075",1,top_50_100,ordinary,ordinary
"28,098",1,top_50_100,ordinary,ordinary
"28,104",1,top_50_100,ordinary,ordinary
"28,105",2,top_50_100,ordinary,ordinary
"28,106",1,top_50_100,ordinary,ordinary
"28,112",2,top_50_100,ordinary,ordinary
"28,114",4,top_50_100,ordinary,ordinary
"28,117",1,top_50_100,ordinary,ordinary
"28,122",1,top_50_100,ordinary,ordinary
"28,123",5,top_50_100,ordinary,ordinary
"28,128",3,top_5_10,top_5_10,outstanding
"28,134",21,top_5,top_5,outstanding
"28,140",7,top_50_100,ordinary,ordinary
"28,167",1,top_50_100,ordinary,ordinary
"28,171",1,top_50_100,ordinary,ordinary
"28,196",1,top_50_100,ordinary,ordinary
"28,198",1,top_45_50,ordinary,ordinary
"28,214",3,top_35_40,ordinary,ordinary
"28,217",2,top_35_40,ordinary,ordinary
"28,220",1,top_45_50,ordinary,ordinary
"28,234",2,top_50_100,ordinary,ordinary
"28,238",3,top_45_50,ordinary,ordinary
"28,240",1,top_50_100,ordinary,ordinary
"28,241",2,top_45_50,ordinary,ordinary
"28,244",3,top_10_15,top_10_15,outstanding
"28,269",2,top_50_100,ordinary,ordinary
"28,289",2,top_35_40,ordinary,ordinary
"28,299",1,top_50_100,ordinary,ordinary
"28,301",1,top_50_100,ordinary,ordinary
"28,325",1,top_50_100,ordinary,ordinary
"28,336",16,top_50_100,ordinary,ordinary
"28,341",1,top_50_100,ordinary,ordinary
"28,352",1,top_15_20,ordinary,ordinary
"28,353",2,top_50_100,ordinary,ordinary
"28,354",2,top_35_40,ordinary,ordinary
"28,360",1,top_50_100,ordinary,ordinary
"28,362",1,top_50_100,ordinary,ordinary
"28,397",65,top_5,top_5,outstanding
"28,398",9,top_50_100,ordinary,ordinary
"28,402",3,top_50_100,ordinary,ordinary
"28,416",6,top_50_100,ordinary,ordinary
"28,430",4,top_50_100,ordinary,ordinary
"28,434",3,top_50_100,ordinary,ordinary
"28,435",1,top_50_100,ordinary,ordinary
"28,438",8,top_50_100,ordinary,ordinary
"28,443",2,top_50_100,ordinary,ordinary
"28,447",5,top_15_20,ordinary,ordinary
"28,453",1,top_25_30,ordinary,ordinary
"28,464",1,top_50_100,ordinary,ordinary
"28,468",2,top_50_100,ordinary,ordinary
"28,469",4,top_15_20,ordinary,ordinary
"28,472",1,top_50_100,ordinary,ordinary
"28,476",1,top_50_100,ordinary,ordinary
"28,482",1,top_50_100,ordinary,ordinary
"28,489",1,top_50_100,ordinary,ordinary
"28,494",3,top_50_100,ordinary,ordinary
"28,497",2,top_50_100,ordinary,ordinary
"28,498",5,top_50_100,ordinary,ordinary
"28,500",2,top_50_100,ordinary,ordinary
"28,507",2,top_50_100,ordinary,ordinary
"28,508",5,top_50_100,ordinary,ordinary
"28,521",5,top_50_100,ordinary,ordinary
"28,523",1,top_50_100,ordinary,ordinary
"28,530",1,top_50_100,ordinary,ordinary
"28,551",5,top_50_100,ordinary,ordinary
"28,553",1,top_50_100,ordinary,ordinary
"28,566",1,top_50_100,ordinary,ordinary
"28,571",2,top_50_100,ordinary,ordinary
"28,573",3,top_25_30,ordinary,ordinary
"28,577",1,top_45_50,ordinary,ordinary
"28,580",1,top_10_15,top_10_15,outstanding
"28,590",7,top_45_50,ordinary,ordinary
"28,603",1,top_50_100,ordinary,ordinary
"28,607",8,top_50_100,ordinary,ordinary
"28,614",1,top_25_30,ordinary,ordinary
"28,642",2,top_35_40,ordinary,ordinary
"28,650",1,top_50_100,ordinary,ordinary
"28,661",2,top_50_100,ordinary,ordinary
"28,672",3,top_50_100,ordinary,ordinary
"28,691",8,top_50_100,ordinary,ordinary
"28,693",3,top_50_100,ordinary,ordinary
"28,717",1,top_50_100,ordinary,ordinary
"28,733",2,top_50_100,ordinary,ordinary
"28,735",2,top_50_100,ordinary,ordinary
"28,745",1,top_50_100,ordinary,ordinary
"28,746",1,top_50_100,ordinary,ordinary
"28,748",2,top_50_100,ordinary,ordinary
"28,769",2,top_40_45,ordinary,ordinary
"28,770",2,top_50_100,ordinary,ordinary
"28,771",2,top_50_100,ordinary,ordinary
"28,772",1,top_50_100,ordinary,ordinary
