"id_user","count_she_he_usage","category","class","class2"
"47,193",1,top_5_10,top_5_10,outstanding
"47,251",1,top_50_100,ordinary,ordinary
"47,378",3,top_5,top_5,outstanding
"47,382",1,top_35_40,ordinary,ordinary
"47,511",3,top_30_35,ordinary,ordinary
"47,547",21,top_5,top_5,outstanding
"47,779",1,top_50_100,ordinary,ordinary
"47,829",1,top_50_100,ordinary,ordinary
"47,847",5,top_50_100,ordinary,ordinary
"47,954",1,top_50_100,ordinary,ordinary
"47,983",1,top_5_10,top_5_10,outstanding
"48,036",1,top_25_30,ordinary,ordinary
"48,084",1,top_20_25,ordinary,ordinary
"48,110",8,top_5,top_5,outstanding
"48,180",4,top_50_100,ordinary,ordinary
"48,247",1,top_35_40,ordinary,ordinary
"48,270",1,top_10_15,top_10_15,outstanding
"48,307",11,top_5,top_5,outstanding
"48,326",2,top_40_45,ordinary,ordinary
"48,560",1,top_45_50,ordinary,ordinary
"48,570",1,top_15_20,ordinary,ordinary
"48,615",2,top_50_100,ordinary,ordinary
"48,700",2,top_20_25,ordinary,ordinary
"48,742",2,top_45_50,ordinary,ordinary
"48,799",1,top_5,top_5,outstanding
"48,868",2,top_35_40,ordinary,ordinary
"48,874",1,top_15_20,ordinary,ordinary
"48,893",5,top_5,top_5,outstanding
"49,083",2,top_5_10,top_5_10,outstanding
"49,111",1,top_50_100,ordinary,ordinary
"49,122",1,top_5,top_5,outstanding
"49,138",1,top_5,top_5,outstanding
"49,335",1,top_5,top_5,outstanding
"49,355",1,top_50_100,ordinary,ordinary
"49,359",1,top_35_40,ordinary,ordinary
"49,459",1,top_25_30,ordinary,ordinary
"49,460",5,top_25_30,ordinary,ordinary
"49,475",2,top_50_100,ordinary,ordinary
"49,493",4,top_25_30,ordinary,ordinary
"49,555",2,top_5_10,top_5_10,outstanding
"49,566",1,top_40_45,ordinary,ordinary
"49,581",2,top_10_15,top_10_15,outstanding
"49,629",47,top_5,top_5,outstanding
"49,726",2,top_50_100,ordinary,ordinary
"49,837",3,top_20_25,ordinary,ordinary
"49,994",1,top_35_40,ordinary,ordinary
"50,044",1,top_50_100,ordinary,ordinary
"50,063",1,top_50_100,ordinary,ordinary
"50,155",1,top_50_100,ordinary,ordinary
"50,327",2,top_15_20,ordinary,ordinary
"50,389",1,top_15_20,ordinary,ordinary
"50,520",1,top_50_100,ordinary,ordinary
"50,617",2,top_50_100,ordinary,ordinary
"50,717",4,top_5,top_5,outstanding
"50,732",1,top_40_45,ordinary,ordinary
"50,804",1,top_50_100,ordinary,ordinary
"50,855",2,top_5,top_5,outstanding
"50,865",1,top_50_100,ordinary,ordinary
"50,922",1,top_5,top_5,outstanding
"51,025",1,top_30_35,ordinary,ordinary
"51,153",2,top_50_100,ordinary,ordinary
"51,184",1,top_25_30,ordinary,ordinary
"51,221",1,top_50_100,ordinary,ordinary
"51,252",1,top_50_100,ordinary,ordinary
"51,387",1,top_15_20,ordinary,ordinary
"51,475",1,top_50_100,ordinary,ordinary
"51,534",3,top_35_40,ordinary,ordinary
"51,583",4,top_5,top_5,outstanding
"51,624",2,top_50_100,ordinary,ordinary
"51,646",1,top_50_100,ordinary,ordinary
"51,656",1,top_50_100,ordinary,ordinary
"51,658",1,top_45_50,ordinary,ordinary
"51,722",1,top_50_100,ordinary,ordinary
"51,723",1,top_50_100,ordinary,ordinary
"51,763",2,top_50_100,ordinary,ordinary
"51,787",4,top_5_10,top_5_10,outstanding
"51,911",2,top_5,top_5,outstanding
"51,978",1,top_50_100,ordinary,ordinary
"52,063",1,top_20_25,ordinary,ordinary
"52,212",1,top_50_100,ordinary,ordinary
"52,237",1,top_5,top_5,outstanding
"52,268",6,top_50_100,ordinary,ordinary
"52,366",10,top_5,top_5,outstanding
"52,414",1,top_40_45,ordinary,ordinary
"52,623",1,top_5_10,top_5_10,outstanding
"52,748",13,top_5,top_5,outstanding
"52,800",1,top_50_100,ordinary,ordinary
"53,134",2,top_45_50,ordinary,ordinary
"53,179",4,top_10_15,top_10_15,outstanding
"53,215",1,top_15_20,ordinary,ordinary
"53,242",1,top_35_40,ordinary,ordinary
"53,243",2,top_5_10,top_5_10,outstanding
"53,276",1,top_35_40,ordinary,ordinary
"53,296",2,top_25_30,ordinary,ordinary
"53,331",2,top_45_50,ordinary,ordinary
"53,376",1,top_40_45,ordinary,ordinary
"53,445",1,top_50_100,ordinary,ordinary
"53,563",1,top_50_100,ordinary,ordinary
"53,779",1,top_30_35,ordinary,ordinary
"53,809",3,top_50_100,ordinary,ordinary
"53,928",30,top_5,top_5,outstanding
"54,180",1,top_35_40,ordinary,ordinary
"54,293",1,top_30_35,ordinary,ordinary
"54,404",2,top_5,top_5,outstanding
"54,414",1,top_20_25,ordinary,ordinary
"54,456",1,top_50_100,ordinary,ordinary
"54,790",7,top_15_20,ordinary,ordinary
"54,792",1,top_50_100,ordinary,ordinary
"54,832",1,top_50_100,ordinary,ordinary
"54,846",3,top_10_15,top_10_15,outstanding
"54,923",1,top_50_100,ordinary,ordinary
"54,924",1,top_50_100,ordinary,ordinary
"54,942",1,top_40_45,ordinary,ordinary
"55,119",4,top_50_100,ordinary,ordinary
"55,145",3,top_5,top_5,outstanding
"55,209",7,top_50_100,ordinary,ordinary
"55,245",1,top_20_25,ordinary,ordinary
"55,259",4,top_50_100,ordinary,ordinary
"55,401",2,top_45_50,ordinary,ordinary
"55,458",1,top_50_100,ordinary,ordinary
"55,510",1,top_30_35,ordinary,ordinary
"55,534",2,top_50_100,ordinary,ordinary
"55,550",2,top_40_45,ordinary,ordinary
"55,651",3,top_5_10,top_5_10,outstanding
"55,661",4,top_15_20,ordinary,ordinary
"55,697",2,top_30_35,ordinary,ordinary
"55,809",1,top_50_100,ordinary,ordinary
"55,985",2,top_40_45,ordinary,ordinary
"56,110",1,top_50_100,ordinary,ordinary
"56,196",1,top_50_100,ordinary,ordinary
"56,299",1,top_50_100,ordinary,ordinary
"56,306",1,top_50_100,ordinary,ordinary
